,Position,Track Name,Artist,URL,Filename,Unnamed: 0,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
44,45,Amor Tumbado,Natanael Cano,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj,viral-us-weekly-2020-03-19--2020-03-19.csv,,March,12,Viral 50,2020-03-19,2oQX8QiMXOyuqbcZEFsZfm,dembow,latin,rap dominicano
45,46,I'm Shipping Up To Boston,Dropkick Murphys,https://open.spotify.com/track/7rSERmjAT38lC5QhJ8hnQc,viral-us-weekly-2020-03-19--2020-03-19.csv,,March,12,Viral 50,2020-03-19,6CwfuxIqcltXDGjfZsMd9A,dance pop,electropop,metropopolis
46,47,Your Love (Déjà Vu),Glass Animals,https://open.spotify.com/track/5DYD4zlGiFlkpLaf2Bk8Vl,viral-us-weekly-2020-03-19--2020-03-19.csv,,March,12,Viral 50,2020-03-19,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,,
47,48,Diva (feat. Lil Tecca),The Kid LAROI,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5,viral-us-weekly-2020-03-19--2020-03-19.csv,,March,12,Viral 50,2020-03-19,63XBtGSEZINSyXylZxEUbv,alternative r&b,chill r&b,dance pop
48,49,Need Me,J.I the Prince of N.Y,https://open.spotify.com/track/2dzja72gQodveSpguIQGJl,viral-us-weekly-2020-03-19--2020-03-19.csv,,March,12,Viral 50,2020-03-19,5ZS223C6JyBfXasXxrRqOk,alternative r&b,dance pop,pop
49,50,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,viral-us-weekly-2020-03-19--2020-03-19.csv,,March,12,Viral 50,2020-03-19,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
0,1,Vibe,Cookiee Kawaii,https://open.spotify.com/track/7btQ8AOjr6zXoGHEmxL5u5,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,3O5HD95HTEPgoPFOjAb7yV,viral rap,,
1,2,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
2,3,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
3,4,Skechers,DripReport,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0DbBBj0ScPumRqKXswGQH1,viral rap,,
4,5,4 Da Trap,645AR,https://open.spotify.com/track/5sF13EvLGv5qHFiMuGnMTF,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0Cp8WN4V8Tu4QJQwCN5Md4,alt z,nz pop,pop
5,6,WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6P5NO5hzJbuOqSdyPB7SJM,alt z,electropop,indie pop
6,7,Walked In,Ultradiox,https://open.spotify.com/track/1tRlGMHsf21FDo6pja27YN,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
7,8,Stuck Up,Music With Edgar,https://open.spotify.com/track/582UuerUL1zx7IyudPW9Mo,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0Br4l2km0ic7BSsNh1E5h4,,,
8,9,My Truck,BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0C86lmpnwiyLDUiyo4d0P1,,,
9,10,My Heart Went Oops,Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4DMkrFIqGXLycc4YLYTn1i,ottawa rap,viral rap,
10,11,She Gon Go,Trill Ryan,https://open.spotify.com/track/7FknBUKLWwjWszRK1N0jqe,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,3Iv3mOsjFV8vZkXphpQ8hz,,,
11,12,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0rUq829p7JPVGfnSCDpARg,,,
12,13,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
13,14,Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4sw5s8BqMsNkOSZtNgACKv,viral rap,,
14,15,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,
15,16,Trust,Brent Faiyaz,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4frXpPxQQZwbCu3eTGnZEw,afrofuturism,hip hop,
16,17,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6fWVd57NKTalqvmjRd2t8Z,cali rap,,
17,18,CITY OF ANGELS,24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,3tlXnStJ1fFhdScmQeLpuG,dmv rap,pop,r&b
18,19,GENOCIDE,Lil Darkie,https://open.spotify.com/track/68Y3zzmt2XxzheQVGbbJt4,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4t975kkTMdq3XVgfkuKKgu,,,
19,20,3 Vets,The Future Kingz,https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
20,21,"People, I've been sad",Christine and the Queens,https://open.spotify.com/track/0KywIrJ4Xir4tS6q61aY1W,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
21,22,Psycho!,MASN,https://open.spotify.com/track/4sSu9BtWSCWRNjGD2AvqbG,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
22,23,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
23,24,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
24,25,BLACKOUT,Lil Kapow,https://open.spotify.com/track/29hrQIClzqNqMPO4bVWcjI,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6R6EfP43F8ZuMcilsE4zs7,dfw rap,trap queen,
25,26,Get the Gat,Lil Elt,https://open.spotify.com/track/4gxh3vX2vDeiey5cDQvXDR,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
26,27,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6FheakPfcCNN0NeROtOKeQ,brooklyn drill,new york drill,
27,28,Slowly,ODIE,https://open.spotify.com/track/3GGhyTPYDufku46UtvLTPi,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
28,29,Bussin,Tay Money,https://open.spotify.com/track/2OBot5OpoT4deri6VkYCyW,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5P46zciG5gm8IALoKTLYGb,meme rap,,
29,30,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,MARINA,https://open.spotify.com/track/4XII12nbsvJblXfG1I2QR4,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,4HAfqyKr4Sqtab6ttHWXgE,sad rap,,
30,31,Apollo,Smoove'L,https://open.spotify.com/track/0VPmIETYsw3JBnyh4iDjVv,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,2wY79sveU1sp5g7SokKOiI,dance pop,pop,post-teen pop
31,32,Make His Pockets Hurt,Lil Kayla,https://open.spotify.com/track/4MszwagGVhBYTJkXe0KOEp,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,,
32,33,Know Your Worth,Khalid,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
33,34,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,2kRfqPViCqYdSGhYSM9R0Q,alt z,dance pop,electropop
34,35,Diva (feat. Lil Tecca),The Kid LAROI,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6s22t5Y3prQHyaHWUN1R1C,modern rock,,
35,36,Amor Tumbado,Natanael Cano,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0L5BtJ0tpOgMcQO94P26Tp,trap queen,,
36,37,Boys Ain't Shit,SAYGRACE,https://open.spotify.com/track/6vzLbfskWigBsCzNdB0kfE,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
37,38,LOYAL (feat. Drake and Bad Bunny) - Remix,PARTYNEXTDOOR,https://open.spotify.com/track/6RbH4isVKIOg1OY1HvRqFc,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,1E2AEtxaFaJtH0lO7kgNKw,contemporary country,country,country road
38,39,circle the drain,Soccer Mommy,https://open.spotify.com/track/2drtd6SptpMJ1KylMQ7mrE,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6PjV05LlULv9XmFu7HeAia,outlaw country,redneck,
39,40,Shake The Room (feat. Quavo),Pop Smoke,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5ZS223C6JyBfXasXxrRqOk,alternative r&b,dance pop,pop
40,41,Vete,Bad Bunny,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,67xUUajI1dXaeY4e4ouwEN,ccm,cedm,christian pop
41,42,Springtime,Chris Renzema,https://open.spotify.com/track/3u3wIwedK7lT55qBqZ1M1s,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,0elWFr7TW8piilVRYJUe4P,corrido,corridos tumbados,nuevo regional mexicano
42,43,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
43,44,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5IbEL2xjRtKsunfmsahLuO,florida rap,underground hip hop,vapor trap
44,45,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,2oQX8QiMXOyuqbcZEFsZfm,dembow,latin,rap dominicano
45,46,Drugs,UPSAHL,https://open.spotify.com/track/06ioYJ99HHjzRk8HrGfkKS,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,6CwfuxIqcltXDGjfZsMd9A,dance pop,electropop,metropopolis
46,47,P*$$Y Fairy (OTW),Jhené Aiko,https://open.spotify.com/track/48KXAIruJ07kJVCWOGohMV,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,,
47,48,Broke In A Minute,Tory Lanez,https://open.spotify.com/track/2ZrAjMSmlbDIil0JaVgTHh,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,63XBtGSEZINSyXylZxEUbv,alternative r&b,chill r&b,dance pop
48,49,Yikes,Nicki Minaj,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,5ZS223C6JyBfXasXxrRqOk,alternative r&b,dance pop,pop
49,50,Working Bitch,Ashnikko,https://open.spotify.com/track/7g7w2WUpLcqsqH2M9XR7ZF,viral-us-weekly-2020-03-05--2020-03-05.csv,,March,10,Viral 50,2020-03-05,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
0,1,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,mar_viral_50.csv,0.0,March,,Viral 50,,3O5HD95HTEPgoPFOjAb7yV,viral rap,,
1,2,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,mar_viral_50.csv,1.0,March,,Viral 50,,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
2,3,Miss Me,Joseph Black,https://open.spotify.com/track/5y6wOadQ0RZfGZkOey0deO,mar_viral_50.csv,2.0,March,,Viral 50,,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
3,4,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,mar_viral_50.csv,3.0,March,,Viral 50,,0DbBBj0ScPumRqKXswGQH1,viral rap,,
4,5,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,mar_viral_50.csv,4.0,March,,Viral 50,,0Cp8WN4V8Tu4QJQwCN5Md4,alt z,nz pop,pop
5,6,I'm Yer Dad,GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,mar_viral_50.csv,5.0,March,,Viral 50,,6P5NO5hzJbuOqSdyPB7SJM,alt z,electropop,indie pop
6,7,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,mar_viral_50.csv,6.0,March,,Viral 50,,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
7,8,The Gambler,Kenny Rogers,https://open.spotify.com/track/5KqldkCunQ2rWxruMEtGh0,mar_viral_50.csv,7.0,March,,Viral 50,,0Br4l2km0ic7BSsNh1E5h4,,,
8,9,Vibe (If I Back It Up),Cookiee Kawaii,https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q,mar_viral_50.csv,8.0,March,,Viral 50,,0C86lmpnwiyLDUiyo4d0P1,,,
9,10,Comatose,jxdn,https://open.spotify.com/track/1FIv5SzIBWmCF5Xmt8N6BD,mar_viral_50.csv,9.0,March,,Viral 50,,4DMkrFIqGXLycc4YLYTn1i,ottawa rap,viral rap,
10,11,After Hours,The Weeknd,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,mar_viral_50.csv,10.0,March,,Viral 50,,3Iv3mOsjFV8vZkXphpQ8hz,,,
11,12,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,mar_viral_50.csv,11.0,March,,Viral 50,,0rUq829p7JPVGfnSCDpARg,,,
12,13,Blinding Lights,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,mar_viral_50.csv,12.0,March,,Viral 50,,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
13,14,WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,mar_viral_50.csv,13.0,March,,Viral 50,,4sw5s8BqMsNkOSZtNgACKv,viral rap,,
14,15,PTSD,G Herbo,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,mar_viral_50.csv,14.0,March,,Viral 50,,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,
15,16,3 Vets,The Future Kingz,https://open.spotify.com/track/6t3sBdc5SbMlk5AyGvMei2,mar_viral_50.csv,15.0,March,,Viral 50,,4frXpPxQQZwbCu3eTGnZEw,afrofuturism,hip hop,
16,17,She Gon Go,Trill Ryan,https://open.spotify.com/track/7FknBUKLWwjWszRK1N0jqe,mar_viral_50.csv,16.0,March,,Viral 50,,6fWVd57NKTalqvmjRd2t8Z,cali rap,,
17,18,FRIENDS,LAUNDRY DAY,https://open.spotify.com/track/3usbnvDFtOhY09cRNar8Zg,mar_viral_50.csv,17.0,March,,Viral 50,,3tlXnStJ1fFhdScmQeLpuG,dmv rap,pop,r&b
18,19,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,mar_viral_50.csv,18.0,March,,Viral 50,,4t975kkTMdq3XVgfkuKKgu,,,
19,20,Through The Years - Single Version,Kenny Rogers,https://open.spotify.com/track/4pP5xVUYEZljcmfyYFQXsx,mar_viral_50.csv,19.0,March,,Viral 50,,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
20,21,CITY OF ANGELS,24kGoldn,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,mar_viral_50.csv,20.0,March,,Viral 50,,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
21,22,My Heart Went Oops,Tiagz,https://open.spotify.com/track/3Nhfs2Cx7z2JWHetYkzSfO,mar_viral_50.csv,21.0,March,,Viral 50,,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
22,23,Safaera,Bad Bunny,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,mar_viral_50.csv,22.0,March,,Viral 50,,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
23,24,We've Got Tonight,Kenny Rogers,https://open.spotify.com/track/5vXsj8L4DK1gGQ43BBG028,mar_viral_50.csv,23.0,March,,Viral 50,,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
24,25,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,mar_viral_50.csv,24.0,March,,Viral 50,,6R6EfP43F8ZuMcilsE4zs7,dfw rap,trap queen,
25,26,Islands in the Stream,Dolly Parton,https://open.spotify.com/track/6apPqjW8ezpKEicAkkBlvO,mar_viral_50.csv,25.0,March,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
26,27,Lady,Kenny Rogers,https://open.spotify.com/track/5Pj5zrq2nbKcAekH1AxbrO,mar_viral_50.csv,26.0,March,,Viral 50,,6FheakPfcCNN0NeROtOKeQ,brooklyn drill,new york drill,
27,28,My Truck,BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9,mar_viral_50.csv,27.0,March,,Viral 50,,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
28,29,Coward Of The County,Kenny Rogers,https://open.spotify.com/track/0JkIre0YxNmKGMU5V7ZiDx,mar_viral_50.csv,28.0,March,,Viral 50,,5P46zciG5gm8IALoKTLYGb,meme rap,,
29,30,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,mar_viral_50.csv,29.0,March,,Viral 50,,4HAfqyKr4Sqtab6ttHWXgE,sad rap,,
30,31,Walked In,Ultradiox,https://open.spotify.com/track/1tRlGMHsf21FDo6pja27YN,mar_viral_50.csv,30.0,March,,Viral 50,,2wY79sveU1sp5g7SokKOiI,dance pop,pop,post-teen pop
31,32,That Way - Bonus Track,Lil Uzi Vert,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,mar_viral_50.csv,31.0,March,,Viral 50,,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,,
32,33,Rojo,J Balvin,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,mar_viral_50.csv,32.0,March,,Viral 50,,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
33,34,Lucille,Kenny Rogers,https://open.spotify.com/track/15ADURMdkO25JGD5mIcodM,mar_viral_50.csv,33.0,March,,Viral 50,,2kRfqPViCqYdSGhYSM9R0Q,alt z,dance pop,electropop
34,35,Si Veo a Tu Mamá,Bad Bunny,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,mar_viral_50.csv,34.0,March,,Viral 50,,6s22t5Y3prQHyaHWUN1R1C,modern rock,,
35,36,Psycho!,MASN,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q,mar_viral_50.csv,35.0,March,,Viral 50,,0L5BtJ0tpOgMcQO94P26Tp,trap queen,,
36,37,Drop 'Em Out,Wheeler Walker Jr.,https://open.spotify.com/track/0imfNymwLWKyhLBlBZYg53,mar_viral_50.csv,36.0,March,,Viral 50,,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
37,38,Trust,Brent Faiyaz,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR,mar_viral_50.csv,37.0,March,,Viral 50,,1E2AEtxaFaJtH0lO7kgNKw,contemporary country,country,country road
38,39,Love Will Turn You Around,Kenny Rogers,https://open.spotify.com/track/1M2a5TNHqmr2zXZZcB7xTe,mar_viral_50.csv,38.0,March,,Viral 50,,6PjV05LlULv9XmFu7HeAia,outlaw country,redneck,
39,40,Ruby Don't Take Your Love to Town,Kenny Rogers & The First Edition,https://open.spotify.com/track/55JrQ3cHaR9lWGnmAZ0sGy,mar_viral_50.csv,39.0,March,,Viral 50,,5ZS223C6JyBfXasXxrRqOk,alternative r&b,dance pop,pop
40,41,You Can't Make Old Friends - Duet with Dolly Parton,Kenny Rogers,https://open.spotify.com/track/48Xp0fGOluD1NJmHOeYFg5,mar_viral_50.csv,40.0,March,,Viral 50,,67xUUajI1dXaeY4e4ouwEN,ccm,cedm,christian pop
41,42,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,mar_viral_50.csv,41.0,March,,Viral 50,,0elWFr7TW8piilVRYJUe4P,corrido,corridos tumbados,nuevo regional mexicano
42,43,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,https://open.spotify.com/track/2oSpQ7QtIKTNFfA08Cy0ku,mar_viral_50.csv,42.0,March,,Viral 50,,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
43,44,Dragonball Durag,Thundercat,https://open.spotify.com/track/62PclpoBFLl50PJpiJA5RT,mar_viral_50.csv,43.0,March,,Viral 50,,5IbEL2xjRtKsunfmsahLuO,florida rap,underground hip hop,vapor trap
44,45,Selfish,Madison Beer,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH,mar_viral_50.csv,44.0,March,,Viral 50,,2oQX8QiMXOyuqbcZEFsZfm,dembow,latin,rap dominicano
45,46,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,mar_viral_50.csv,45.0,March,,Viral 50,,6CwfuxIqcltXDGjfZsMd9A,dance pop,electropop,metropopolis
46,47,She Believes In Me,Kenny Rogers,https://open.spotify.com/track/5ggOAMsJCAYDHnyoqJ0xAD,mar_viral_50.csv,46.0,March,,Viral 50,,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,,
47,48,Just Dropped In (To See What Condition My Condition Was In),The First Edition,https://open.spotify.com/track/4Wrc3Jz4POj0ibPj5iuq0r,mar_viral_50.csv,47.0,March,,Viral 50,,63XBtGSEZINSyXylZxEUbv,alternative r&b,chill r&b,dance pop
48,49,You Decorated My Life,Kenny Rogers,https://open.spotify.com/track/6SFeCisbYSqaQwL9hucoF2,mar_viral_50.csv,48.0,March,,Viral 50,,5ZS223C6JyBfXasXxrRqOk,alternative r&b,dance pop,pop
49,50,I Do,Astrid S,https://open.spotify.com/track/6yKkgZBuakFy6SPtsZBR5H,mar_viral_50.csv,49.0,March,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
50,1,Skechers,DripReport,https://open.spotify.com/track/4z2JaAVPemYJhFKm7e32RA,mar_viral_50.csv,0.0,March,,Viral 50,,3O5HD95HTEPgoPFOjAb7yV,viral rap,,
51,2,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,mar_viral_50.csv,1.0,March,,Viral 50,,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
52,3,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,mar_viral_50.csv,2.0,March,,Viral 50,,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
53,4,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,mar_viral_50.csv,3.0,March,,Viral 50,,0Cp8WN4V8Tu4QJQwCN5Md4,alt z,nz pop,pop
54,5,Vibe,Cookiee Kawaii,https://open.spotify.com/track/7btQ8AOjr6zXoGHEmxL5u5,mar_viral_50.csv,4.0,March,,Viral 50,,0DbBBj0ScPumRqKXswGQH1,viral rap,,
55,6,I'm Yer Dad,GRLwood,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,mar_viral_50.csv,5.0,March,,Viral 50,,0yrzVTuk6PgF51NYgfgKXe,louisville indie,,
56,7,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,mar_viral_50.csv,6.0,March,,Viral 50,,6P5NO5hzJbuOqSdyPB7SJM,alt z,electropop,indie pop
