,Position,Track Name,Artist,URL,Filename,Unnamed: 0,Month,Week Number,Type,Date
108,9,Nobody But You (Duet with Gwen Stefani),Blake Shelton,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,jan_viral_50.csv,8.0,January,,Viral 50,
109,10,OUT WEST (feat. Young Thug),JACKBOYS,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,jan_viral_50.csv,9.0,January,,Viral 50,
110,11,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,jan_viral_50.csv,10.0,January,,Viral 50,
111,12,Just the Way,Parmalee,https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D,jan_viral_50.csv,11.0,January,,Viral 50,
112,13,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,jan_viral_50.csv,12.0,January,,Viral 50,
113,14,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,jan_viral_50.csv,13.0,January,,Viral 50,
114,15,"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/6GfTYfb5eBLN1p1ByOsPmi,jan_viral_50.csv,14.0,January,,Viral 50,
115,16,Something For Your M.I.N.D.,Superorganism,https://open.spotify.com/track/4rCKRVJZKVysScn2piDuOT,jan_viral_50.csv,15.0,January,,Viral 50,
116,17,Crunk Ain't Dead,Duke Deuce,https://open.spotify.com/track/4RsTfAuTiUyL7GKGPiNC0w,jan_viral_50.csv,16.0,January,,Viral 50,
117,18,When There Was Me and You,Joshua Bassett,https://open.spotify.com/track/0vS9Gkt1dAT2PBBiaPqcA4,jan_viral_50.csv,17.0,January,,Viral 50,
118,19,Finally // beautiful stranger,Halsey,https://open.spotify.com/track/42SOtYBdnfj9zEdZSlAq5k,jan_viral_50.csv,18.0,January,,Viral 50,
119,20,Colors,Black Pumas,https://open.spotify.com/track/6vaSStNN5NX4nJ4QbRY3S0,jan_viral_50.csv,19.0,January,,Viral 50,
120,21,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,jan_viral_50.csv,20.0,January,,Viral 50,
121,22,What Dreams Are Made Of,Evann McIntosh,https://open.spotify.com/track/6o7cIyzsfSmcMEuQZQINGH,jan_viral_50.csv,21.0,January,,Viral 50,
122,23,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,jan_viral_50.csv,22.0,January,,Viral 50,
123,24,Texas Sun,Khruangbin,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw,jan_viral_50.csv,23.0,January,,Viral 50,
124,25,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,jan_viral_50.csv,24.0,January,,Viral 50,
125,26,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,jan_viral_50.csv,25.0,January,,Viral 50,
126,27,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,jan_viral_50.csv,26.0,January,,Viral 50,
127,28,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,jan_viral_50.csv,27.0,January,,Viral 50,
128,29,FML,Arizona Zervas,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,jan_viral_50.csv,28.0,January,,Viral 50,
129,30,Let Her Go,The Kid LAROI,https://open.spotify.com/track/0c6SqvH32BMgbEFvpHc2gs,jan_viral_50.csv,29.0,January,,Viral 50,
130,31,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",Cast of High School Musical: The Musical: The Series,https://open.spotify.com/track/68Q2XfjYwOTdIlLhnfeXib,jan_viral_50.csv,30.0,January,,Viral 50,
131,32,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,jan_viral_50.csv,31.0,January,,Viral 50,
132,33,THOT!,TOKYO’S REVENGE,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM,jan_viral_50.csv,32.0,January,,Viral 50,
133,34,stupid,Tate McRae,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi,jan_viral_50.csv,33.0,January,,Viral 50,
134,35,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,jan_viral_50.csv,34.0,January,,Viral 50,
135,36,PINOCCHIO,Ron Suno,https://open.spotify.com/track/5GO45r4u84nc3QvdoVw4YP,jan_viral_50.csv,35.0,January,,Viral 50,
136,37,Sigues Con El,Dímelo Flow,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,jan_viral_50.csv,36.0,January,,Viral 50,
137,38,Holy Water,We The Kingdom,https://open.spotify.com/track/1xI9KSGNJB2eka8FMvovvi,jan_viral_50.csv,37.0,January,,Viral 50,
138,39,Trying My Best,Anson Seabra,https://open.spotify.com/track/06qUEhhx6jKQmhj2qAkn4H,jan_viral_50.csv,38.0,January,,Viral 50,
139,40,BOYFREN,LoveLeo,https://open.spotify.com/track/3WmgMoWZ1E5yNyn2aUzWAr,jan_viral_50.csv,39.0,January,,Viral 50,
140,41,Amor Tumbado,Natanael Cano,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj,jan_viral_50.csv,40.0,January,,Viral 50,
141,42,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,jan_viral_50.csv,41.0,January,,Viral 50,
142,43,Way Maker - Live,Leeland,https://open.spotify.com/track/40ozK0lCJ0EQzVGWsCNUhk,jan_viral_50.csv,42.0,January,,Viral 50,
143,44,Psycho,Red Velvet,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,jan_viral_50.csv,43.0,January,,Viral 50,
144,45,Had Enough (feat. Quavo & Offset),Don Toliver,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,jan_viral_50.csv,44.0,January,,Viral 50,
145,46,ORANGE SODA,Baby Keem,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,jan_viral_50.csv,45.0,January,,Viral 50,
146,47,Futsal Shuffle 2020,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,jan_viral_50.csv,46.0,January,,Viral 50,
147,48,Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,jan_viral_50.csv,47.0,January,,Viral 50,
148,49,Glitter,BENEE,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY,jan_viral_50.csv,48.0,January,,Viral 50,
149,50,Don't Start Now,Dua Lipa,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,jan_viral_50.csv,49.0,January,,Viral 50,
150,1,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,jan_viral_50.csv,0.0,January,,Viral 50,
151,2,Burberry faygo,Lil Adrei,https://open.spotify.com/track/3B36YnwXzR3VKm4hHYmGtr,jan_viral_50.csv,1.0,January,,Viral 50,
152,3,Kraazy,Likybo,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D,jan_viral_50.csv,2.0,January,,Viral 50,
153,4,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,jan_viral_50.csv,3.0,January,,Viral 50,
154,5,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,jan_viral_50.csv,4.0,January,,Viral 50,
155,6,"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/6GfTYfb5eBLN1p1ByOsPmi,jan_viral_50.csv,5.0,January,,Viral 50,
156,7,When There Was Me and You,Joshua Bassett,https://open.spotify.com/track/0vS9Gkt1dAT2PBBiaPqcA4,jan_viral_50.csv,6.0,January,,Viral 50,
157,8,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,jan_viral_50.csv,7.0,January,,Viral 50,
158,9,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,jan_viral_50.csv,8.0,January,,Viral 50,
159,10,Crunk Ain't Dead,Duke Deuce,https://open.spotify.com/track/4RsTfAuTiUyL7GKGPiNC0w,jan_viral_50.csv,9.0,January,,Viral 50,
160,11,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,jan_viral_50.csv,10.0,January,,Viral 50,
161,12,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,jan_viral_50.csv,11.0,January,,Viral 50,
162,13,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,jan_viral_50.csv,12.0,January,,Viral 50,
163,14,BOYFREN,LoveLeo,https://open.spotify.com/track/3WmgMoWZ1E5yNyn2aUzWAr,jan_viral_50.csv,13.0,January,,Viral 50,
164,15,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,jan_viral_50.csv,14.0,January,,Viral 50,
165,16,Something For Your M.I.N.D.,Superorganism,https://open.spotify.com/track/4rCKRVJZKVysScn2piDuOT,jan_viral_50.csv,15.0,January,,Viral 50,
166,17,THOT!,TOKYO’S REVENGE,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM,jan_viral_50.csv,16.0,January,,Viral 50,
167,18,Nobody But You (Duet with Gwen Stefani),Blake Shelton,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,jan_viral_50.csv,17.0,January,,Viral 50,
168,19,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,jan_viral_50.csv,18.0,January,,Viral 50,
169,20,Break My Stride,Matthew Wilder,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,jan_viral_50.csv,19.0,January,,Viral 50,
170,21,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,jan_viral_50.csv,20.0,January,,Viral 50,
171,22,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",Cast of High School Musical: The Musical: The Series,https://open.spotify.com/track/68Q2XfjYwOTdIlLhnfeXib,jan_viral_50.csv,21.0,January,,Viral 50,
172,23,"A Billion Sorrys - From ""High School Musical: The Musical: The Series""",Matt Cornett,https://open.spotify.com/track/1JPdBe0e4Htlm3ZnUMDwbW,jan_viral_50.csv,22.0,January,,Viral 50,
173,24,FML,Arizona Zervas,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,jan_viral_50.csv,23.0,January,,Viral 50,
174,25,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,jan_viral_50.csv,24.0,January,,Viral 50,
175,26,Trying My Best,Anson Seabra,https://open.spotify.com/track/06qUEhhx6jKQmhj2qAkn4H,jan_viral_50.csv,25.0,January,,Viral 50,
176,27,Futsal Shuffle 2020,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,jan_viral_50.csv,26.0,January,,Viral 50,
177,28,Somebody Like That,Tenille Arts,https://open.spotify.com/track/62SvLj5dBDI9Ee3eBA0BxL,jan_viral_50.csv,27.0,January,,Viral 50,
178,29,Texas Sun,Khruangbin,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw,jan_viral_50.csv,28.0,January,,Viral 50,
179,30,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,jan_viral_50.csv,29.0,January,,Viral 50,
180,31,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,jan_viral_50.csv,30.0,January,,Viral 50,
181,32,Just the Way,Parmalee,https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D,jan_viral_50.csv,31.0,January,,Viral 50,
182,33,Brightest Lights,Lane 8,https://open.spotify.com/track/49jWS1fz7QZQa4mBIqB0mu,jan_viral_50.csv,32.0,January,,Viral 50,
183,34,Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,jan_viral_50.csv,33.0,January,,Viral 50,
184,35,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,jan_viral_50.csv,34.0,January,,Viral 50,
185,36,Sigues Con El,Dímelo Flow,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,jan_viral_50.csv,35.0,January,,Viral 50,
186,37,Psycho,Red Velvet,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,jan_viral_50.csv,36.0,January,,Viral 50,
187,38,Colors,Black Pumas,https://open.spotify.com/track/6vaSStNN5NX4nJ4QbRY3S0,jan_viral_50.csv,37.0,January,,Viral 50,
188,39,"I Think I Kinda, You Know - Duet",Olivia Rodrigo,https://open.spotify.com/track/2UVrIJBJVRPN9UgzShCJ5c,jan_viral_50.csv,38.0,January,,Viral 50,
189,40,Don't Start Now,Dua Lipa,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,jan_viral_50.csv,39.0,January,,Viral 50,
190,41,Way Maker - Live,Leeland,https://open.spotify.com/track/40ozK0lCJ0EQzVGWsCNUhk,jan_viral_50.csv,40.0,January,,Viral 50,
191,42,ORANGE SODA,Baby Keem,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,jan_viral_50.csv,41.0,January,,Viral 50,
192,43,stupid,Tate McRae,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi,jan_viral_50.csv,42.0,January,,Viral 50,
193,44,All Me (feat. Keyshia Cole),Kehlani,https://open.spotify.com/track/3ucRKbRlikYHyoI17gfR0c,jan_viral_50.csv,43.0,January,,Viral 50,
194,45,My Oh My (feat. DaBaby),Camila Cabello,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,jan_viral_50.csv,44.0,January,,Viral 50,
195,46,Maniac,Conan Gray,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,jan_viral_50.csv,45.0,January,,Viral 50,
196,47,Ballin' (with Roddy Ricch),Mustard,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,jan_viral_50.csv,46.0,January,,Viral 50,
197,48,The Mop,TisaKorean,https://open.spotify.com/track/3osCREknZZMgitJFD4lECG,jan_viral_50.csv,47.0,January,,Viral 50,
198,49,Y U Gotta B Like That,Audrey Mika,https://open.spotify.com/track/45StvejYUdIsyUwqdZ7iJM,jan_viral_50.csv,48.0,January,,Viral 50,
199,50,Glitter,BENEE,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY,jan_viral_50.csv,49.0,January,,Viral 50,
0,1,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
1,2,Blueberry faygo,Yung Anime,https://open.spotify.com/track/4ADzhwPWMQaTXNnEP8gXnQ,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
2,3,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
3,4,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
4,5,BOYFREN,LoveLeo,https://open.spotify.com/track/2YJ7tTicU1vUmUjYNJROrv,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
5,6,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
6,7,THOT!,TOKYO’S REVENGE,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
7,8,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
8,9,"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/6GfTYfb5eBLN1p1ByOsPmi,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
9,10,Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
10,11,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
11,12,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
12,13,Texas Sun,Khruangbin,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
13,14,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
14,15,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
15,16,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
16,17,My Oh My (feat. DaBaby),Camila Cabello,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
17,18,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
18,19,The Mandalorian,Ludwig Goransson,https://open.spotify.com/track/6tJFtthY0rI1x06qb8NjK0,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
19,20,In The Party,Flo Milli,https://open.spotify.com/track/2JF8KwK1hH7MWxKcFdTlcg,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
20,21,Maniac,Conan Gray,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
21,22,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
22,23,"I Think I Kinda, You Know - Duet",Olivia Rodrigo,https://open.spotify.com/track/2UVrIJBJVRPN9UgzShCJ5c,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
23,24,B*tch From Da Souf (Remix),Mulatto,https://open.spotify.com/track/2zUbimuKNWDMCwbqNauLWV,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
24,25,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
25,26,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
26,27,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
27,28,10%,KAYTRANADA,https://open.spotify.com/track/41SwdQIX8Hy2u6fuEDgvWr,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
28,29,The Mop,TisaKorean,https://open.spotify.com/track/3osCREknZZMgitJFD4lECG,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
29,30,Don't Start Now,Dua Lipa,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
30,31,Heart On Ice,Rod Wave,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
31,32,ORANGE SODA,Baby Keem,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
32,33,Peta (feat. Meek Mill),Roddy Ricch,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
33,34,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
34,35,Let Me Know (I Wonder Why Freestyle),Juice WRLD,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
35,36,everything i wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
36,37,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
37,38,Yellow Hearts,Ant Saunders,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
38,39,Popular Monster,Falling In Reverse,https://open.spotify.com/track/4GssB27iJeqmfGxS94Tfij,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
39,40,Ballin' (with Roddy Ricch),Mustard,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
40,41,Birthday Suit,Cosmo Sheldrake,https://open.spotify.com/track/5feuWfAXA4rEKH9pXCjOV2,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
41,42,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
42,43,We Are Not the Same,Young Roc,https://open.spotify.com/track/0ThoRrB0xQHnBRcosHoYFW,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
43,44,Y U Gotta B Like That,Audrey Mika,https://open.spotify.com/track/45StvejYUdIsyUwqdZ7iJM,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
44,45,BOP,DaBaby,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
45,46,"Hey Boy, Hey Girl",Upchurch,https://open.spotify.com/track/47f6eZgviwSZciXGv2iWYg,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
46,47,stupid,Tate McRae,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
47,48,More Hearts Than Mine,Ingrid Andress,https://open.spotify.com/track/0LcspVKJxhEQQSvVMiTPWz,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
48,49,Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,https://open.spotify.com/track/6In6SkveIw26thdYRhHTVX,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
49,50,RITMO (Bad Boys For Life),Black Eyed Peas,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,viral-us-weekly-2020-01-02--2020-01-02.csv,,January,1,Viral 50,2020-01-02
0,1,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
1,2,My Truck,BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
2,3,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
3,4,Kraazy,Likybo,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
4,5,Break My Stride,Matthew Wilder,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
5,6,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
6,7,Opaul,Freddie Dredd,https://open.spotify.com/track/4areFtLMjGt4GmO4IAbGo0,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
7,8,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
8,9,Nobody But You (Duet with Gwen Stefani),Blake Shelton,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
9,10,OUT WEST (feat. Young Thug),JACKBOYS,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
10,11,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
11,12,Just the Way,Parmalee,https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
12,13,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
13,14,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,viral-us-weekly-2020-01-23--2020-01-23.csv,,January,4,Viral 50,2020-01-23
