,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date
102,103,Jocelyn Flores,XXXTENTACION,2007780,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
103,104,Life's A Mess (feat. Halsey),Juice WRLD,1998914,https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
104,105,feel something,Bea Miller,1979150,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
105,106,Be Kind (with Halsey),Marshmello,1960534,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
106,107,Head & Heart (feat. MNEK),Joel Corry,1957421,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
107,108,Intentions (feat. Quavo),Justin Bieber,1951826,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
108,109,Why Would I Stop?,Big Sean,1943607,https://open.spotify.com/track/46hDiH4YvAWXE04GskkIHS,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
109,110,Dance Monkey,Tones And I,1925884,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
110,111,No Guidance (feat. Drake),Chris Brown,1922424,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
111,112,SLOW DANCING IN THE DARK,Joji,1921317,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
112,113,Break My Heart,Dua Lipa,1893057,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
113,114,One Of Them Girls,Lee Brice,1877160,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,regional-us-weekly-2020-09-04--2020-09-11.csv,September,36,Top 200,2020-09-04
