,Position,Track Name,Artist,URL,Filename,Month,Date,Week Number,Type
14,15,Rover (feat. DTG),S1mba,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
15,16,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
16,17,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
17,18,Window,Still Woozy,https://open.spotify.com/track/3hARuUtzTdUuWH1KiLJlSf,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
18,19,327,Westside Gunn,https://open.spotify.com/track/5MvCurNMpM3WCCSs40cd37,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
19,20,Don't Rush (feat. Headie One),Young T & Bugsey,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
20,21,After Party,Don Toliver,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
21,22,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
22,23,It's You (I've Been Looking for),Lewis Brice,https://open.spotify.com/track/3CetlHFPPW1SF9mQB7fKti,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
23,24,More Than My Hometown,Morgan Wallen,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
24,25,Tutti Frutti,Little Richard,https://open.spotify.com/track/2iXcvnD3d1gfLBum0cE5Eg,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
25,26,Toxic,Kehlani,https://open.spotify.com/track/5nexAvWNhwg51EavnDgViy,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
26,27,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
27,28,El Envidioso,Los Dos Carnales,https://open.spotify.com/track/3cExeifTyKQSMLLwG70wIo,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
28,29,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
29,30,Break Things,Kylie Morgan,https://open.spotify.com/track/45hbxz8xCxQfa9vmnV187v,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
30,31,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
31,32,you broke me first,Tate McRae,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
32,33,The Blessing (Live),Elevation Worship,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
33,34,(i hope you) miss me,Joseph Black,https://open.spotify.com/track/1Zv2jT7iZu98Feqpzhn0nd,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
34,35,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
35,36,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
36,37,Sick and Tired,iann dior,https://open.spotify.com/track/5eU0KDvZVfFl4ehleRwGGF,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
37,38,Everybody Business,Kehlani,https://open.spotify.com/track/6TrdeNEgbKuBqIToRfdWMY,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
38,39,Finesse,Bryson Tiller,https://open.spotify.com/track/4VjGRnrVnqy5eN45aokIzT,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
39,40,Perreo Intenso,Ankhal,https://open.spotify.com/track/4B2kFp1ulVz1FgwVYSShoj,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
40,41,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
41,42,Why We Ever,Hayley Williams,https://open.spotify.com/track/2NYPCh5sEiXsNhvNIjYIhA,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
42,43,One Of Them Girls,Lee Brice,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
43,44,Come Back To Bed,Sean Stemaly,https://open.spotify.com/track/0kSUH6KBoUrHWL93j1Lx3h,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
44,45,Outta There,Moe,https://open.spotify.com/track/6QlKONDgjp9JqcthAtDlKk,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
45,46,XS,Rina Sawayama,https://open.spotify.com/track/3OK3uq0udXEDfEo7bvpNHW,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
46,47,Nightrider,Tom Misch,https://open.spotify.com/track/5TgZ7lOUugOdabBcD9a6ud,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
47,48,Rip It Up,Little Richard,https://open.spotify.com/track/5tHFPtV7dT01fxDe2AhKjD,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
48,49,Tuff,Jaah SLT,https://open.spotify.com/track/206FddKOYYxN6k2gCKUsFg,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
49,50,Level of Concern,Twenty One Pilots,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,viral-us-weekly-2020-05-14--2020-05-14.csv,May,2020-05-14,20,Viral 50
0,1,Times We Had,Barlito,https://open.spotify.com/track/0taGy8aBzOXCLdPwbPykpz,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
1,2,Sunrise,Kenny Elrod,https://open.spotify.com/track/1W5StOzPxW32oXTlHspq2Q,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
2,3,Sexy,JoeVille,https://open.spotify.com/track/2n0vHNx05rdQaTrs2R6Ty7,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
3,4,Party Girl,StaySolidRocky,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
4,5,Laxed – Siren Beat,Jawsh 685,https://open.spotify.com/track/3BJiF37kmX4HCfYSO7qBnQ,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
5,6,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
6,7,50//50,Vantage,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
7,8,THE SCOTTS,THE SCOTTS,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
8,9,Address It,LPB Poody,https://open.spotify.com/track/1FgPyHX7HruKDL4Tx4MeZB,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
9,10,Figure It Out,Blu DeTiger,https://open.spotify.com/track/5G5qyRHlLmZgy915TBTCkB,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
10,11,Cars With The Boom,L'Trimm,https://open.spotify.com/track/7AOU7oaKRWHm5SG6IFVvtJ,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
11,12,Deep End Freestyle,Sleepy Hallow,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
12,13,ROCKSTAR (feat. Roddy Ricch),DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
13,14,It's You (I've Been Looking for),Lewis Brice,https://open.spotify.com/track/3CetlHFPPW1SF9mQB7fKti,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
14,15,LEMONS - Demo,Brye,https://open.spotify.com/track/5ukAQcKEIJuzIbP55xp07x,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
15,16,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
16,17,Play Date,Melanie Martinez,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
17,18,Ruthless (Nice Guys Always Finish Last),MarMar Oso,https://open.spotify.com/track/6HeCk6yewXH7WO4D93eub9,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
18,19,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
19,20,IDK You Yet,Alexander 23,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
20,21,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
21,22,Rockstar Shit,BLIND.SEE,https://open.spotify.com/track/2MvxhedNhxhj32eVQJnmII,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
22,23,I Like Him,Princess Nokia,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
23,24,Waiting For (feat. Jamila Woods),rum.gold,https://open.spotify.com/track/02nZeTbm2dRHisH6qsUM5E,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
24,25,Break Things,Kylie Morgan,https://open.spotify.com/track/45hbxz8xCxQfa9vmnV187v,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
25,26,Yoga,645AR,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
26,27,After Party,Don Toliver,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
27,28,Time (You and I),Khruangbin,https://open.spotify.com/track/2QoiyjegLQ3DWKBfFX9ihX,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
28,29,On the Floor,Perfume Genius,https://open.spotify.com/track/4rpyJ4FCTawHW4ItDlpoka,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
29,30,One Of Them Girls,Lee Brice,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
30,31,LMK,Lil Xxel,https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
31,32,Don't Rush (feat. Headie One),Young T & Bugsey,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
32,33,claws,Charli XCX,https://open.spotify.com/track/7Dexi5Z2IowCkHrnzlWysc,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
33,34,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
34,35,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
35,36,327,Westside Gunn,https://open.spotify.com/track/5MvCurNMpM3WCCSs40cd37,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
36,37,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
37,38,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
38,39,i'm lonely,Luz,https://open.spotify.com/track/65tCdopbRv73fYFOL40ViN,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
39,40,More Than My Hometown,Morgan Wallen,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
40,41,Come Back To Bed,Sean Stemaly,https://open.spotify.com/track/0kSUH6KBoUrHWL93j1Lx3h,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
41,42,Righteous,Juice WRLD,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
42,43,Comatose,jxdn,https://open.spotify.com/track/5dVKYrPpo8d5AgUGRKMBLp,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
43,44,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50
