,Position,Track Name,Artist,Streams,URL,Filename,Month,Date,Week Number,Type
127,128,Armed And Dangerous,Juice WRLD,1841660,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
128,129,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,1834342,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
129,130,XO Tour Llif3,Lil Uzi Vert,1828666,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
130,131,Turks (with Gunna & ft. Travis Scott),NAV,1828295,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
131,132,bad guy,Billie Eilish,1812100,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
132,133,Tongue Tied,Grouplove,1786974,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
133,134,One Margarita,Luke Bryan,1773088,https://open.spotify.com/track/6NhS5LwYbJ6xD7BGvlWRJO,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
134,135,Sum 2 Prove,Lil Baby,1766423,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
135,136,Pop Out (feat. Lil Tjay),Polo G,1757733,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
136,137,Go Stupid,Polo G,1753633,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
137,138,Safaera,Bad Bunny,1753050,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
138,139,Back At It (feat. Lil Baby),Lil Mosey,1748176,https://open.spotify.com/track/07twUUK8jWUCVsrSoEgbLW,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
139,140,The Less I Know The Better,Tame Impala,1745246,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
140,141,More Than My Hometown,Morgan Wallen,1744891,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
141,142,Yo Perreo Sola,Bad Bunny,1743380,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
142,143,I Fall Apart,Post Malone,1742666,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
143,144,No Guidance (feat. Drake),Chris Brown,1736106,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
144,145,Chicken Fried,Zac Brown Band,1724924,https://open.spotify.com/track/3eBnEo9WL34ulBCZlLpUQO,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
145,146,Woah,Lil Baby,1716725,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
146,147,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,1714769,https://open.spotify.com/track/4ejNoyrhgjrioqJbgTNPu3,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
147,148,Memories,Maroon 5,1710270,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
148,149,Goodbyes (feat. Young Thug),Post Malone,1710083,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
149,150,Past Life (with Selena Gomez),Trevor Daniel,1693783,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
150,151,Savage,Megan Thee Stallion,1692070,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
151,152,Narcos,Anuel AA,1684879,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
152,153,Lean Wit Me,Juice WRLD,1677603,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
153,154,Fuck Love (feat. Trippie Redd),XXXTENTACION,1663025,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
154,155,July,Noah Cyrus,1657377,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
155,156,Jangueo,Anuel AA,1656191,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
156,157,Falling,Harry Styles,1655313,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
157,158,Body Like A Back Road,Sam Hunt,1653223,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
158,159,Wait a Minute!,WILLOW,1651753,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
159,160,Señorita,Shawn Mendes,1648596,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
160,161,Do It,Chloe x Halle,1630653,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
161,162,When It Rains It Pours,Luke Combs,1630472,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
162,163,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,1620239,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
163,164,Helpless,Phillipa Soo,1615465,https://open.spotify.com/track/54Sc7mZQ1RM03STpk4SfaA,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
164,165,when the party's over,Billie Eilish,1610279,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
165,166,My Shot,Lin-Manuel Miranda,1610112,https://open.spotify.com/track/4cxvludVmQxryrnx1m9FqL,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
166,167,"10,000 Hours (with Justin Bieber)",Dan + Shay,1607615,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
167,168,Moonlight,XXXTENTACION,1603858,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
168,169,Party In The U.S.A.,Miley Cyrus,1597115,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
169,170,Solitaires (feat. Travis Scott),Future,1592429,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
170,171,Maniac,Conan Gray,1592171,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
171,172,Mr. Brightside,The Killers,1591921,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
172,173,Better Now,Post Malone,1587164,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
173,174,TROLLZ (with Nicki Minaj),6ix9ine,1583306,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
174,175,Legends,Juice WRLD,1581824,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
175,176,The Schuyler Sisters,Renée Elise Goldsberry,1577682,https://open.spotify.com/track/71X7bPDljJHrmEGYCe7kQ8,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
176,177,EARFQUAKE,"Tyler, The Creator",1568806,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
177,178,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1552530,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
178,179,F.N,Lil Tjay,1551593,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
179,180,Sweet Home Alabama,Lynyrd Skynyrd,1551099,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
180,181,Mariposa,Peach Tree Rascals,1550119,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
181,182,No Role Modelz,J. Cole,1544923,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
182,183,Don't Stop Believin',Journey,1542856,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
183,184,Congratulations,Post Malone,1530879,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
184,185,Hate Me (with Juice WRLD),Ellie Goulding,1530586,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
185,186,VACATION,Tyga,1528935,https://open.spotify.com/track/6q2uIyLqASSpv2SIv2ehWK,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
186,187,Murder On My Mind,YNW Melly,1526404,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
187,188,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,1521943,https://open.spotify.com/track/6wXgnhpmOPEJ7cUweSyy2B,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
188,189,Like That (feat. Gucci Mane),Doja Cat,1520680,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
189,190,Kings & Queens,Ava Max,1517723,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
190,191,Going Bad (feat. Drake),Meek Mill,1513375,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
191,192,Electric Love,BØRNS,1512861,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
192,193,SUGAR,BROCKHAMPTON,1512141,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
193,194,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,1504922,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
194,195,Tennessee Whiskey,Chris Stapleton,1501228,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
195,196,Be Something (feat. Lil Baby),Polo G,1499503,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
196,197,I Hope,Gabby Barrett,1498936,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
197,198,Wait for It,Leslie Odom Jr.,1498718,https://open.spotify.com/track/7EqpEBPOohgk7NnKvBGFWo,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
198,199,20 Min,Lil Uzi Vert,1494705,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
199,200,Broke In A Minute,Tory Lanez,1487808,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF,regional-us-weekly-2020-07-03--2020-07-10.csv,July,2020-07-03,27,Top 200
0,1,Come & Go (with Marshmello),Juice WRLD,15293660,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
1,2,Wishing Well,Juice WRLD,14305988,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
2,3,Conversations,Juice WRLD,12750604,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
3,4,Life's A Mess (feat. Halsey),Juice WRLD,12116204,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
4,5,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,11457525,https://open.spotify.com/track/66FgjA5ZQJJuypFG1bc8se,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
5,6,Righteous,Juice WRLD,10644148,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
6,7,ROCKSTAR (feat. Roddy Ricch),DaBaby,10199827,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
7,8,Blood On My Jeans,Juice WRLD,9829843,https://open.spotify.com/track/3MmCFghNjzZMn3HKqbVizn,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
8,9,Titanic,Juice WRLD,9538094,https://open.spotify.com/track/1QoG0Yqz1onMsdbOibZVke,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
9,10,Bad Energy,Juice WRLD,9247202,https://open.spotify.com/track/0JoWBcL61YWLXM5vW0YTHO,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
10,11,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,8262567,https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
11,12,Party Girl (Remix),StaySolidRocky,8215353,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
12,13,Stay High,Juice WRLD,8150546,https://open.spotify.com/track/1AnkdcHl86kEhDvhaKDuIe,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
13,14,Fighting Demons,Juice WRLD,8100820,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
14,15,Up Up And Away,Juice WRLD,7941983,https://open.spotify.com/track/5lcIegmdblnWqT9nS9EhZj,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
15,16,Screw Juice,Juice WRLD,7635002,https://open.spotify.com/track/2XSO13Gyndo7MDdtYibIxO,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
16,17,I Want It,Juice WRLD,7320504,https://open.spotify.com/track/6RsRMf9e4KUyo3MecGffNL,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
17,18,Man Of The Year,Juice WRLD,7265872,https://open.spotify.com/track/1uA914Md6wsy9NDryyBypH,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
18,19,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,7161921,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
19,20,Can't Die,Juice WRLD,7004619,https://open.spotify.com/track/6DuHcOuuGWXNvF3uocsrBa,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
20,21,Blueberry Faygo,Lil Mosey,6421646,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
21,22,Watermelon Sugar,Harry Styles,6237976,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
22,23,Blinding Lights,The Weeknd,6070819,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
23,24,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,5673989,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
24,25,The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,5597698,https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
25,26,Anxiety - Intro,Juice WRLD,5391004,https://open.spotify.com/track/0YevRlTDW9tyIwViCyke8Q,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
26,27,Rags2Riches (feat. ATR Son Son),Rod Wave,5208310,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
27,28,We Paid (feat. 42 Dugg),Lil Baby,5116386,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
28,29,Savage Love (Laxed - Siren Beat),Jawsh 685,5097405,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
29,30,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,4961729,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
30,31,Roses - Imanbek Remix,SAINt JHN,4576691,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
31,32,The Box,Roddy Ricch,4567949,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
32,33,THE SCOTTS,THE SCOTTS,4404086,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
33,34,Juice WRLD Speaks From Heaven - Outro,Juice WRLD,4387796,https://open.spotify.com/track/2GriTXl7gRSBv1A2IGZtnL,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
34,35,"The Man, The Myth, The Legend - Interlude",Juice WRLD,4373467,https://open.spotify.com/track/0veNpTQFqfmTX0rsJmO2rO,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
35,36,The Bigger Picture,Lil Baby,4143709,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
36,37,Toosie Slide,Drake,4114383,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
37,38,Savage Remix (feat. Beyoncé),Megan Thee Stallion,4049799,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
38,39,After Party,Don Toliver,4038912,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
39,40,Lucid Dreams,Juice WRLD,4016387,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
40,41,WHATS POPPIN,Jack Harlow,3964623,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
41,42,Sunday Best,Surfaces,3902330,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
42,43,Rain On Me (with Ariana Grande),Lady Gaga,3864377,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
43,44,GO (feat. Juice WRLD),The Kid LAROI,3808785,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
44,45,death bed (coffee for your head),Powfu,3750955,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
45,46,Robbery,Juice WRLD,3640143,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
46,47,Walk Em Down (feat. Roddy Ricch),NLE Choppa,3620126,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
47,48,Intentions (feat. Quavo),Justin Bieber,3571861,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
48,49,Circles,Post Malone,3532091,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
49,50,All Girls Are The Same,Juice WRLD,3485558,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
50,51,Chicago Freestyle (feat. Giveon),Drake,3446491,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
51,52,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3400634,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
52,53,Go Crazy,Chris Brown,3386829,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
53,54,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3296205,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
54,55,Flex (feat. Juice WRLD),Polo G,3243556,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
55,56,Got It On Me,Pop Smoke,3190331,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
56,57,Dior,Pop Smoke,3181589,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
57,58,Bandit (with YoungBoy Never Broke Again),Juice WRLD,3143847,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
58,59,Life Is Good (feat. Drake),Future,3108887,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
59,60,Break My Heart,Dua Lipa,3003617,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
60,61,Adore You,Harry Styles,2973211,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
61,62,Stuck with U (with Justin Bieber),Ariana Grande,2967337,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-07-10--2020-07-17.csv,July,2020-07-10,28,Top 200
