,Position,Track Name,Artist,Streams,URL,Filename,Month,Date,Week Number,Type
132,133,VIBEZ,DaBaby,1800511,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
133,134,PICK UP (feat. Quavo),DaBaby,1798084,https://open.spotify.com/track/5gNOINI5dXZVom2b36LMOd,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
134,135,Murder On My Mind,YNW Melly,1797899,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
135,136,No Guidance (feat. Drake),Chris Brown,1786364,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
136,137,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,1775404,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
137,138,Falling,Harry Styles,1763217,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
138,139,EARFQUAKE,"Tyler, The Creator",1762847,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
139,140,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1750340,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
140,141,F.N,Lil Tjay,1748524,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
141,142,Social Distancing,Lil Baby,1745412,https://open.spotify.com/track/1RrQK0BIyxZaOooNDVSEaZ,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
142,143,Señorita,Shawn Mendes,1734135,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
143,144,This City,Sam Fischer,1732025,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
144,145,Physical,Dua Lipa,1718686,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
145,146,Gimme Love,Joji,1714298,https://open.spotify.com/track/2hfoyc7ve6xM4ZEiNIiU1B,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
146,147,223's (feat. 9lokknine),YNW Melly,1704389,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
147,148,Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,1702153,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
148,149,Going Bad (feat. Drake),Meek Mill,1694722,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
149,150,Pop Out (feat. Lil Tjay),Polo G,1690524,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
150,151,Armed And Dangerous,Juice WRLD,1687949,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
151,152,Captain Hook,Megan Thee Stallion,1681577,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
152,153,Hate Me (with Juice WRLD),Ellie Goulding,1680673,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
153,154,Si Veo a Tu Mamá,Bad Bunny,1679004,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
154,155,JUMP (feat. YoungBoy Never Broke Again),DaBaby,1672229,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
155,156,BUTTERFLY EFFECT,Travis Scott,1664849,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
156,157,Speechless,Dan + Shay,1653917,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
157,158,When It Rains It Pours,Luke Combs,1649143,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
158,159,Without Me,Halsey,1643852,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
159,160,Fuck Love (feat. Trippie Redd),XXXTENTACION,1637726,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
160,161,Commercial (feat. Lil Uzi Vert),Lil Baby,1637190,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
161,162,Better Now,Post Malone,1634018,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
162,163,Magic In The Hamptons (feat. Lil Yachty),Social House,1632154,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
163,164,Beer Can’t Fix,Thomas Rhett,1603387,https://open.spotify.com/track/7idmHTAQQPUFqdjXkoooXD,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
164,165,Maniac,Conan Gray,1602107,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
165,166,Lean Wit Me,Juice WRLD,1597627,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
166,167,B.S. (feat. H.E.R.),Jhené Aiko,1596958,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
167,168,Camelot,NLE Choppa,1579973,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
168,169,Eastside (with Halsey & Khalid),benny blanco,1575220,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
169,170,Tongue Tied,Grouplove,1574243,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
170,171,All In,Lil Baby,1571713,https://open.spotify.com/track/0zlru783fmr588D5RY9ERU,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
171,172,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1569723,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
172,173,Baby Pluto,Lil Uzi Vert,1566910,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
173,174,One Man Band,Old Dominion,1566428,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
174,175,7 rings,Ariana Grande,1561989,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
175,176,The London (feat. J. Cole & Travis Scott),Young Thug,1553843,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
176,177,Out Of Love (feat. Internet Money),Lil Tecca,1549955,https://open.spotify.com/track/7rTzrRdc5UbvLr0gwI1J3E,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
177,178,Make No Sense,YoungBoy Never Broke Again,1548853,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
178,179,Moonlight,XXXTENTACION,1543308,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
179,180,ocean eyes,Billie Eilish,1539840,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
180,181,La Difícil,Bad Bunny,1539622,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
181,182,Tequila,Dan + Shay,1537750,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
182,183,Hurricane,Luke Combs,1534614,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
183,184,Legends,Juice WRLD,1533636,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
184,185,Coffee,Quinn XCII,1529566,https://open.spotify.com/track/1VbClJ27jcsMNmOxHnXlKV,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
185,186,Beautiful People (feat. Khalid),Ed Sheeran,1525469,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
186,187,Eleven (feat. Summer Walker),Khalid,1522046,https://open.spotify.com/track/18O00Y7yrkJ0pRXm1n21Og,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
187,188,Body Like A Back Road,Sam Hunt,1506624,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
188,189,Boyfriend,Selena Gomez,1504214,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
189,190,Beer Never Broke My Heart,Luke Combs,1502281,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
190,191,Happier,Marshmello,1501719,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
191,192,Lalala,Y2K,1496021,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
192,193,Wait a Minute!,WILLOW,1493828,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
193,194,Baby (Lil Baby feat. DaBaby),Quality Control,1490961,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
194,195,Costa Rica,Bankrol Hayden,1484333,https://open.spotify.com/track/2iObjOsy2vpsariW4Y7hQg,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
195,196,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,1480895,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
196,197,Dior,Pop Smoke,1480188,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
197,198,No Role Modelz,J. Cole,1479729,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
198,199,Havin My Way (feat. Lil Durk),Lil Skies,1477704,https://open.spotify.com/track/0oH0OIeKJSAT5bdFkbz20A,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
199,200,Say You Won't Let Go,James Arthur,1469379,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,regional-us-weekly-2020-05-01--2020-05-08.csv,May,2020-05-01,18,Top 200
0,1,ROCKSTAR (feat. Roddy Ricch),DaBaby,11199622,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
1,2,THE SCOTTS,THE SCOTTS,10453442,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
2,3,Stuck with U (with Justin Bieber),Ariana Grande,9873515,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
3,4,GOOBA,6ix9ine,9557313,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
4,5,Toosie Slide,Drake,8252387,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
5,6,Blueberry Faygo,Lil Mosey,8119694,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
6,7,Blinding Lights,The Weeknd,7927766,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
7,8,The Box,Roddy Ricch,6950524,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
8,9,Savage Remix (feat. Beyoncé),Megan Thee Stallion,6219413,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
9,10,Righteous,Juice WRLD,6150958,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
10,11,Roses - Imanbek Remix,SAINt JHN,6015351,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
11,12,WHATS POPPIN,Jack Harlow,5925754,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
12,13,Say So,Doja Cat,5089108,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
13,14,After Party,Don Toliver,4907545,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
14,15,Party Girl,StaySolidRocky,4881858,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
15,16,death bed (coffee for your head),Powfu,4735287,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
16,17,Walk Em Down (feat. Roddy Ricch),NLE Choppa,4639021,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
17,18,Sunday Best,Surfaces,4543480,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
18,19,Say So (feat. Nicki Minaj),Doja Cat,4526397,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
19,20,Circles,Post Malone,4519179,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
20,21,Intentions (feat. Quavo),Justin Bieber,4467016,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
21,22,Don't Start Now,Dua Lipa,4435123,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
22,23,Be Kind (with Halsey),Marshmello,4337547,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
23,24,Supalonely,BENEE,4300893,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
24,25,Life Is Good (feat. Drake),Future,4280518,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
25,26,Turks (with Gunna & ft. Travis Scott),NAV,4146527,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
26,27,Pain 1993 (with Playboi Carti),Drake,4060499,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
27,28,ROXANNE,Arizona Zervas,3938004,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
28,29,Falling,Trevor Daniel,3935138,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
29,30,Adore You,Harry Styles,3826865,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
30,31,High Fashion (feat. Mustard),Roddy Ricch,3763263,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
31,32,goosebumps,Travis Scott,3707046,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
32,33,Savage,Megan Thee Stallion,3616928,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
33,34,HIGHEST IN THE ROOM,Travis Scott,3534292,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
34,35,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3419669,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
35,36,Break My Heart,Dua Lipa,3349051,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
36,37,SICKO MODE,Travis Scott,3333126,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
37,38,Chicago Freestyle (feat. Giveon),Drake,3332154,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
38,39,P2,Lil Uzi Vert,3299134,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
39,40,Play Date,Melanie Martinez,3297758,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
40,41,Ballin' (with Roddy Ricch),Mustard,3293941,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
41,42,Lucid Dreams,Juice WRLD,3172286,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
42,43,hot girl bummer,blackbear,3115347,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
43,44,Myron,Lil Uzi Vert,3092372,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
44,45,Someone You Loved,Lewis Capaldi,3090378,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
45,46,PTSD,G Herbo,3086974,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
46,47,Boss Bitch,Doja Cat,3035789,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
47,48,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,3018560,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
48,49,Godzilla (feat. Juice WRLD),Eminem,2980714,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
49,50,In Your Eyes,The Weeknd,2857615,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
50,51,If the World Was Ending - feat. Julia Michaels,JP Saxe,2851155,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
51,52,Can I,Kehlani,2843897,https://open.spotify.com/track/0uDdI4fAXCuNhQbmxENdsO,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
52,53,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2827858,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
53,54,Dance Monkey,Tones And I,2826487,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
54,55,Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,2794974,https://open.spotify.com/track/3Ddny34bFoYBb8dIGq5lwp,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
55,56,BOP,DaBaby,2729276,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
56,57,Robbery,Juice WRLD,2683108,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
57,58,Yo Perreo Sola,Bad Bunny,2666482,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
58,59,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2635814,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
59,60,Demons (feat. Fivio Foreign & Sosa Geek),Drake,2610231,https://open.spotify.com/track/05aZ9sAU1YXndHv0FMi9iW,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
60,61,Broke In A Minute,Tory Lanez,2605778,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
61,62,everything i wanted,Billie Eilish,2585909,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
62,63,Before You Go,Lewis Capaldi,2557917,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
63,64,ily (i love you baby) (feat. Emilee),Surf Mesa,2540247,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
64,65,That Way - Bonus Track,Lil Uzi Vert,2520073,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
65,66,All Girls Are The Same,Juice WRLD,2474129,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
66,67,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,2436303,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
67,68,FIND MY WAY,DaBaby,2362308,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200
