,Unnamed: 0,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
50,50,51,Bichiyal,Bad Bunny,3835014,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
51,51,52,Soliá,Bad Bunny,3759408,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
52,52,53,OUT WEST (feat. Young Thug),JACKBOYS,3703833,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7A8S43ryYdbWpJKeHRZRcq,rap,trap,
53,53,54,SUGAR,BROCKHAMPTON,3574035,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1Bl6wpkWCQ4KVgnASpvzzA,boy band,hip hop,rap
54,54,55,CITY OF ANGELS,24kGoldn,3540080,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6fWVd57NKTalqvmjRd2t8Z,cali rap,,
55,55,56,La Zona,Bad Bunny,3333476,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
56,56,57,Yummy,Justin Bieber,3324914,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
57,57,58,Futsal Shuffle 2020,Lil Uzi Vert,3309232,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
58,58,59,Lucid Dreams,Juice WRLD,3297644,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
59,59,60,"10,000 Hours (with Justin Bieber)",Dan + Shay,3279191,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
60,60,61,Que Malo,Bad Bunny,3262330,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
61,61,62,25/8,Bad Bunny,3253848,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
62,62,63,HIGHEST IN THE ROOM,Travis Scott,3228858,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
63,63,64,Está Cabrón Ser Yo,Bad Bunny,3170567,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
64,64,65,A Tu Merced,Bad Bunny,3167050,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
65,65,66,The Other Side (from Trolls World Tour),SZA,3132980,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7tYKF4w9nC0nq9CsPZTHyP,pop,pop rap,r&b
66,66,67,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,3130758,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
67,67,68,Robbery,Juice WRLD,3126383,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
68,68,69,bad guy,Billie Eilish,3123121,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
69,69,70,Tusa,KAROL G,3086365,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,790FomKkXshlbRYZFtlgla,latin,reggaeton,reggaeton colombiano
70,70,71,VIBEZ,DaBaby,3001316,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
71,71,72,GOODMORNINGTOKYO!,TOKYO’S REVENGE,2963806,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5TbLOwv8BNnik3f03NZJlt,meme rap,sad rap,vapor trap
72,72,73,Una Vez,Bad Bunny,2959051,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
73,73,74,To Die For,Sam Smith,2955090,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,2wY79sveU1sp5g7SokKOiI,dance pop,pop,post-teen pop
74,74,75,Heartless,The Weeknd,2943182,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
75,75,76,No Idea,Don Toliver,2876547,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4Gso3d4CscCijv0lmajZWs,rap,trap,
76,76,77,Suge,DaBaby,2871082,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
77,77,78,Memories,Maroon 5,2849546,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,04gDigrS5kc9YWfZHwBETP,pop,pop rock,
78,78,79,Emotionally Scarred,Lil Baby,2835388,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
79,79,80,Grace (feat. 42 Dugg),Lil Baby,2784826,https://open.spotify.com/track/01JMnRUs2YOK6DDpdQASGY,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
80,80,81,Know Your Worth,Khalid,2740044,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6LuN9FCkKOj5PcnpouEgny,alternative r&b,pop,
81,81,82,Money In The Grave (Drake ft. Rick Ross),Drake,2727056,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
82,82,83,ORANGE SODA,Baby Keem,2655125,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5SXuuuRpukkTvsLuUknva1,hip hop,rap,trap
83,83,84,If the World Was Ending - feat. Julia Michaels,JP Saxe,2645236,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
84,84,85,when the party's over,Billie Eilish,2643251,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
85,85,86,Goodbyes (Feat. Young Thug),Post Malone,2624298,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
86,86,87,Make No Sense,YoungBoy Never Broke Again,2615809,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap,trap,
87,87,88,Wow.,Post Malone,2613260,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
88,88,89,P FKN R,Bad Bunny,2609452,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
89,89,90,Watermelon Sugar,Harry Styles,2608862,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
90,90,91,MIDDLE CHILD,J. Cole,2601556,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
91,91,92,All Girls Are The Same,Juice WRLD,2590931,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
92,92,93,Get Ugly,Lil Baby,2550724,https://open.spotify.com/track/20Yz5dzjdTCVjXte9KrJbi,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
93,93,94,Before You Go,Lewis Capaldi,2521936,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,
94,94,95,ON,BTS,2492093,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,
95,95,96,What A Man Gotta Do,Jonas Brothers,2490003,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7gOdHgIoIKoe4i9Tta6qdD,boy band,dance pop,pop
96,96,97,<3,Bad Bunny,2484105,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
97,97,98,Ransom,Lil Tecca,2476172,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap,rap,trap
98,98,99,Truth Hurts,Lizzo,2470243,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,56oDRnqbIiwx4mymNEv7dS,dance pop,escape room,minnesota hip hop
99,99,100,Falling,Harry Styles,2466654,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
100,100,101,lovely (with Khalid),Billie Eilish,2458577,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
101,101,102,Trust,Brent Faiyaz,2430713,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,3tlXnStJ1fFhdScmQeLpuG,dmv rap,pop,r&b
102,102,103,223's (feat. 9lokknine),YNW Melly,2392766,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
103,103,104,No Sucker (feat. Moneybagg Yo),Lil Baby,2392037,https://open.spotify.com/track/6A9wHAasMxed0firnDao1K,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
104,104,105,How,Lil Baby,2377289,https://open.spotify.com/track/2b7rt5gCEy2p2zTp656s4U,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
105,105,106,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2376867,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
106,106,107,Feel Me,Selena Gomez,2375855,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0C8ZW7ezQVs4URX5aX7Kqx,dance pop,pop,post-teen pop
107,107,108,Puesto Pa' Guerrial,Bad Bunny,2352402,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
108,108,109,Baby (Lil Baby feat. DaBaby),Quality Control,2342909,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6i392l38cR3uBPF0DbNs7S,hip hop,melodic rap,pop rap
109,109,110,SLOW DANCING IN THE DARK,Joji,2321626,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,
110,110,111,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,2321062,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,02kJSzxNuaWGqwubyUba0Z,hip hop,indie pop rap,oakland hip hop
111,111,112,Forever (feat. Lil Wayne),Lil Baby,2319495,https://open.spotify.com/track/3EVzllf30zIBAtKb75bs1W,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
112,112,113,No Guidance (feat. Drake),Chris Brown,2307032,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
113,113,114,Going Bad (feat. Drake),Meek Mill,2285284,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,20sxb77xiYeusSH8cVdatc,hip hop,philly rap,pop rap
114,114,115,Hablamos Mañana,Bad Bunny,2256408,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
115,115,116,Murder On My Mind,YNW Melly,2238575,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
116,116,117,Pop Out (feat. Lil Tjay),Polo G,2224352,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
117,117,118,Someone Said,Swae Lee,2223834,https://open.spotify.com/track/5awaEIMiJboRO7ycF6UOot,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,1zNqQNIdeOUZHb8zbZRFMX,melodic rap,trap,
118,118,119,EARFQUAKE,"Tyler, The Creator",2222236,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4V8LLVI7PbaPR0K2TGSxFF,hip hop,rap,
119,119,120,Jocelyn Flores,XXXTENTACION,2205494,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,
120,120,121,Señorita,Shawn Mendes,2190393,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,7n2wHs1TKAczGzO7Dd2rGr,canadian pop,pop,post-teen pop
121,121,122,July,Noah Cyrus,2186474,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,55fhWPvDiMpLnE4ZzNXZyW,alt z,dance pop,pop
122,122,123,F.N,Lil Tjay,2185213,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill,melodic rap,nyc rap
123,123,124,Maniac,Conan Gray,2183526,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
124,124,125,Stuck In A Dream (feat. Gunna),Lil Mosey,2183335,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
125,125,126,Physical,Dua Lipa,2163023,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
126,126,127,One Man Band,Old Dominion,2160881,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,6y8XlgIV8BLlIg1tT1R10i,contemporary country,country,country road
127,127,128,Lose You To Love Me,Selena Gomez,2154535,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0C8ZW7ezQVs4URX5aX7Kqx,dance pop,pop,post-teen pop
128,128,129,Camelot,NLE Choppa,2151444,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,,
129,129,130,Same Thing,Lil Baby,2145157,https://open.spotify.com/track/2XEsbmynS9dLSzNSuZzfXF,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
130,130,131,Dior,Pop Smoke,2143575,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,,
131,131,132,SICKO MODE,Travis Scott,2130966,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
132,132,133,Lottery (Renegade),K CAMP,2120007,https://open.spotify.com/track/4dZTZbmJBCCofAExHwefda,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5bgfj5zUoWpyeVatGDjn6H,atl hip hop,hip hop,melodic rap
133,133,134,Whiskey Glasses,Morgan Wallen,2111586,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,,
134,134,135,rockstar (feat. 21 Savage),Post Malone,2103527,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
135,135,136,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2101802,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,31W5EY0aAly4Qieq6OFu6I,melodic rap,pop rap,rap
136,136,137,What If I Told You That I Love You,Ali Gatie,2099209,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4rTv3Ejc7hKMtmoBOK1B4T,canadian hip hop,pop,
137,137,138,SAD!,XXXTENTACION,2090744,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,
138,138,139,I Fall Apart,Post Malone,2082544,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
139,139,140,Hate Me (with Juice WRLD),Ellie Goulding,2080863,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,0X2BH1fck6amBIoJhDVmmJ,dance pop,edm,electropop
140,140,141,ON (Feat. Sia),BTS,2074940,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,
141,141,142,Beautiful Crazy,Luke Combs,2072021,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,718COspgdWOnwOFpJHRZHS,contemporary country,,
142,142,143,Start Wit Me (feat. Gunna),Roddy Ricch,2051449,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
143,143,144,XO Tour Llif3,Lil Uzi Vert,2035758,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
144,144,145,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2033143,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
145,145,146,Callaita,Bad Bunny,2021726,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
146,146,147,The London (feat. J. Cole & Travis Scott),Young Thug,2021391,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,50co4Is1HCEo8bhOyUWKpn,atl hip hop,atl trap,gangster rap
147,147,148,We Should (feat. Young Thug),Lil Baby,2020380,https://open.spotify.com/track/5ixKkLQSriCQakDWbdW8qD,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
148,148,149,Sanguine Paradise,Lil Uzi Vert,2014464,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
149,149,150,Like That (feat. Gucci Mane),Doja Cat,2009652,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,regional-us-weekly-2020-02-28--2020-03-06.csv,March,9,Top 200,2020-02-28,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
