,Position,Track Name,Artist,URL,Filename,Month,Date,Week Number,Type,Artist ID,Genre 1,Genre 2,Genre 3
105,6,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,1nVq0hKIVReeaiB3xJgKf0,belarusian indie,russian post-punk,sovietwave
106,7,50//50,Vantage,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6owH8F2INpb18PhnISiVh2,future funk,,
107,8,THE SCOTTS,THE SCOTTS,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,2PaZWGu5T5nHjY2xxAkFsT,unspecified,,
108,9,Address It,LPB Poody,https://open.spotify.com/track/1FgPyHX7HruKDL4Tx4MeZB,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0wHeZY93Ede0g1jXaWsiFS,florida rap,,
109,10,Figure It Out,Blu DeTiger,https://open.spotify.com/track/5G5qyRHlLmZgy915TBTCkB,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,5NyCIBCeU080ynEj33S4hC,unspecified,,
110,11,Cars With The Boom,L'Trimm,https://open.spotify.com/track/7AOU7oaKRWHm5SG6IFVvtJ,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0VxAPHwWkvVRCb5zSHI4Ag,electro,miami bass,miami hip hop
111,12,Deep End Freestyle,Sleepy Hallow,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6EPlBSH2RSiettczlz7ihV,brooklyn drill,nyc rap,
112,13,ROCKSTAR (feat. Roddy Ricch),DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
113,14,It's You (I've Been Looking for),Lewis Brice,https://open.spotify.com/track/3CetlHFPPW1SF9mQB7fKti,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,7uUOszTczQQwzDodHiz4j0,country pop,,
114,15,LEMONS - Demo,Brye,https://open.spotify.com/track/5ukAQcKEIJuzIbP55xp07x,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6Z5uMO0V6jlOuZ7LUDrSsC,indie pop,modern indie pop,
115,16,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
116,17,Play Date,Melanie Martinez,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,63yrD80RY3RNEM2YDpUpO8,alt z,dance pop,electropop
117,18,Ruthless (Nice Guys Always Finish Last),MarMar Oso,https://open.spotify.com/track/6HeCk6yewXH7WO4D93eub9,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,5rGbtFeEVjymN6xzE8opA6,pop r&b,,
118,19,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
119,20,IDK You Yet,Alexander 23,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6sFHvCyqklnJpXC9Nh1aag,alt z,electropop,indie cafe pop
120,21,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
121,22,Rockstar Shit,BLIND.SEE,https://open.spotify.com/track/2MvxhedNhxhj32eVQJnmII,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6SSQog9cu2XcgHTRHPmECq,viral rap,,
122,23,I Like Him,Princess Nokia,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6lay1nwbE6hTx1jivysUAL,escape room,lgbtq+ hip hop,trap queen
123,24,Waiting For (feat. Jamila Woods),rum.gold,https://open.spotify.com/track/02nZeTbm2dRHisH6qsUM5E,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4mErKO4g29SXtBwj4S80aB,alternative r&b,chill r&b,indie r&b
124,25,Break Things,Kylie Morgan,https://open.spotify.com/track/45hbxz8xCxQfa9vmnV187v,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,3g2yaL04Uapb5fxmwsUZgV,contemporary country,country pop,
125,26,Yoga,645AR,https://open.spotify.com/track/2DiybJZJGXyV1UYmngo3eq,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,3Iv3mOsjFV8vZkXphpQ8hz,unspecified,,
126,27,After Party,Don Toliver,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4Gso3d4CscCijv0lmajZWs,rap,trap,
127,28,Time (You and I),Khruangbin,https://open.spotify.com/track/2QoiyjegLQ3DWKBfFX9ihX,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
128,29,On the Floor,Perfume Genius,https://open.spotify.com/track/4rpyJ4FCTawHW4ItDlpoka,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,2ueoLVCXQ948OfhVvAy3Nn,art pop,chamber pop,chillwave
129,30,One Of Them Girls,Lee Brice,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,5Zq7R5qmi58ByYyBQTlNuk,contemporary country,country,country road
130,31,LMK,Lil Xxel,https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,7iDeMFJKjI1ak40N3hoYOZ,pop r&b,,
131,32,Don't Rush (feat. Headie One),Young T & Bugsey,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6M6XXCcO5gI68XpIlrUL3Z,afroswing,uk hip hop,
132,33,claws,Charli XCX,https://open.spotify.com/track/7Dexi5Z2IowCkHrnzlWysc,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,25uiPmTg16RbhZWAqwLBy5,art pop,candy pop,dance pop
133,34,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0imE3buPhAowREqCrr4CYe,alternative r&b,chill r&b,indie r&b
134,35,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
135,36,327,Westside Gunn,https://open.spotify.com/track/5MvCurNMpM3WCCSs40cd37,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0ABk515kENDyATUdpCKVfW,alternative hip hop,boom bap,buffalo hip hop
136,37,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,3O5HD95HTEPgoPFOjAb7yV,viral rap,,
137,38,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,1VPmR4DJC1PlOtd0IADAO0,dark trap,new orleans rap,underground hip hop
138,39,i'm lonely,Luz,https://open.spotify.com/track/65tCdopbRv73fYFOL40ViN,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,3cdI6SvJ24KsOcvYyBwH9c,alt z,indie anthem-folk,indie cafe pop
139,40,More Than My Hometown,Morgan Wallen,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,,
140,41,Come Back To Bed,Sean Stemaly,https://open.spotify.com/track/0kSUH6KBoUrHWL93j1Lx3h,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,2dZ1l4hWgtbMS0N5T9Oalb,contemporary country,country pop,
141,42,Righteous,Juice WRLD,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
142,43,Comatose,jxdn,https://open.spotify.com/track/5dVKYrPpo8d5AgUGRKMBLp,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6Y64EaNqpqcZYTgs4c76gF,social media pop,,
143,44,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0u6GtibW46tFX7koQ6uNJZ,dance pop,edm,german dance
144,45,Window,Still Woozy,https://open.spotify.com/track/3hARuUtzTdUuWH1KiLJlSf,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4iMO20EPodreIaEl8qW66y,bedroom pop,modern rock,oakland indie
145,46,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,0Cp8WN4V8Tu4QJQwCN5Md4,alt z,nz pop,pop
146,47,The Blessing (Live),Elevation Worship,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,3YCKuqpv9nCsIhJ2v8SMix,ccm,christian music,world worship
147,48,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,
148,49,Only Children,Jason Isbell and the 400 Unit,https://open.spotify.com/track/3MPyL5s18WNleQniXQBIyj,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,3Lg3FGwBxOGuefqekQzRUf,alternative country,deep new americana,folk
149,50,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",Cautious Clay,https://open.spotify.com/track/6lIRYe72fn1pf7TNqfI0ul,viral-us-weekly-2020-05-21--2020-05-21.csv,May,2020-05-21,21,Viral 50,6iWuBN32BqCJAeXW6o3nil,alternative r&b,chill r&b,indie r&b
150,1,Times We Had,Barlito,https://open.spotify.com/track/0taGy8aBzOXCLdPwbPykpz,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,2amDdZfkKjK50RDrUlDcTc,unspecified,,
151,2,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3Hb64DQZIhDCgyHKrzBXOL,icelandic pop,,
152,3,Fishy on Me,Dr. Sus,https://open.spotify.com/track/1k6GEdfONk9Fs6JgrC8aBN,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,7yeFtlSbnbjTI4yIX9PgOI,unspecified,,
153,4,Party Girl,StaySolidRocky,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,1XLWox9w1Yvbodui0SRhUQ,melodic rap,,
154,5,Sexy,JoeVille,https://open.spotify.com/track/2n0vHNx05rdQaTrs2R6Ty7,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6Rf6w9LrInrRvLTh0sEzVW,unspecified,,
155,6,#WIPEITDOWN,BMW KENNY,https://open.spotify.com/track/2kefHjNepGePZG4WxH2Vh4,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3n6wgt7LmxAnT0XOHleQcP,unspecified,,
156,7,Laxed – Siren Beat,Jawsh 685,https://open.spotify.com/track/3BJiF37kmX4HCfYSO7qBnQ,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,56mfhUDKa1vec6rSLZV5Eg,nz pop,,
157,8,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,1nVq0hKIVReeaiB3xJgKf0,belarusian indie,russian post-punk,sovietwave
158,9,50//50,Vantage,https://open.spotify.com/track/36lNDeaRf8F8aYaP0zaHpm,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6owH8F2INpb18PhnISiVh2,future funk,,
159,10,Figure It Out,Blu DeTiger,https://open.spotify.com/track/5G5qyRHlLmZgy915TBTCkB,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,5NyCIBCeU080ynEj33S4hC,unspecified,,
160,11,Deep End Freestyle,Sleepy Hallow,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6EPlBSH2RSiettczlz7ihV,brooklyn drill,nyc rap,
161,12,Address It,LPB Poody,https://open.spotify.com/track/1FgPyHX7HruKDL4Tx4MeZB,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,0wHeZY93Ede0g1jXaWsiFS,florida rap,,
162,13,Qué Maldición,Banda MS de Sergio Lizárraga,https://open.spotify.com/track/2RxC2peY3FtrurYmbbmanr,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,2C6i0I5RiGzDKN9IAF8reh,banda,corrido,norteno
163,14,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
164,15,bloody valentine,Machine Gun Kelly,https://open.spotify.com/track/1bWEngw5tAF7vWByrf5Oy5,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,
165,16,ROCKSTAR (feat. Roddy Ricch),DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
166,17,Savage Remix (feat. Beyoncé),Megan Thee Stallion,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
167,18,IDK You Yet,Alexander 23,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6sFHvCyqklnJpXC9Nh1aag,alt z,electropop,indie cafe pop
168,19,LEMONS - Demo,Brye,https://open.spotify.com/track/5ukAQcKEIJuzIbP55xp07x,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6Z5uMO0V6jlOuZ7LUDrSsC,indie pop,modern indie pop,
169,20,THE SCOTTS,THE SCOTTS,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,2PaZWGu5T5nHjY2xxAkFsT,unspecified,,
170,21,Ruthless (Nice Guys Always Finish Last),MarMar Oso,https://open.spotify.com/track/6HeCk6yewXH7WO4D93eub9,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,5rGbtFeEVjymN6xzE8opA6,pop r&b,,
171,22,If You’re Too Shy (Let Me Know),The 1975,https://open.spotify.com/track/1C5utO1I8FoSIn6g1R5DAZ,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3mIj9lX2MWuHmhNCA7LSCW,modern alternative rock,modern rock,nu gaze
172,23,Six Feet Apart,Luke Combs,https://open.spotify.com/track/5v6gozUHFv9OoNdFYz6p8V,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,718COspgdWOnwOFpJHRZHS,contemporary country,,
173,24,I Like Him,Princess Nokia,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6lay1nwbE6hTx1jivysUAL,escape room,lgbtq+ hip hop,trap queen
174,25,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
175,26,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
176,27,The 1975,The 1975,https://open.spotify.com/track/0YtmwGMUPaBIEuJs0FNiDm,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3mIj9lX2MWuHmhNCA7LSCW,modern alternative rock,modern rock,nu gaze
177,28,Waiting For (feat. Jamila Woods),rum.gold,https://open.spotify.com/track/02nZeTbm2dRHisH6qsUM5E,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,4mErKO4g29SXtBwj4S80aB,alternative r&b,chill r&b,indie r&b
178,29,Play Date,Melanie Martinez,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,63yrD80RY3RNEM2YDpUpO8,alt z,dance pop,electropop
179,30,It's You (I've Been Looking for),Lewis Brice,https://open.spotify.com/track/3CetlHFPPW1SF9mQB7fKti,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,7uUOszTczQQwzDodHiz4j0,country pop,,
180,31,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,1VPmR4DJC1PlOtd0IADAO0,dark trap,new orleans rap,underground hip hop
181,32,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,0imE3buPhAowREqCrr4CYe,alternative r&b,chill r&b,indie r&b
182,33,Chicago Freestyle (feat. Giveon),Drake,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
183,34,Be Kind (with Halsey),Marshmello,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
184,35,Lady,Brett Young,https://open.spotify.com/track/3ySLzrN7950dpf1ncttONO,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,0fiWOxhsBsQQvFDtxUQWo0,contemporary country,,
185,36,After Party,Don Toliver,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,4Gso3d4CscCijv0lmajZWs,rap,trap,
186,37,More Than My Hometown,Morgan Wallen,https://open.spotify.com/track/6FniJZn4agmDtPx1pKZQsa,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,,
187,38,Say So (feat. Nicki Minaj),Doja Cat,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
188,39,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
189,40,LMK,Lil Xxel,https://open.spotify.com/track/4s0hDz7zGgZUav9EvzyLsB,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,7iDeMFJKjI1ak40N3hoYOZ,pop r&b,,
190,41,One Of Them Girls,Lee Brice,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,5Zq7R5qmi58ByYyBQTlNuk,contemporary country,country,country road
191,42,Time (You and I),Khruangbin,https://open.spotify.com/track/2QoiyjegLQ3DWKBfFX9ihX,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
192,43,Rockstar Shit,BLIND.SEE,https://open.spotify.com/track/2MvxhedNhxhj32eVQJnmII,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6SSQog9cu2XcgHTRHPmECq,viral rap,,
193,44,Don't Rush (feat. Headie One),Young T & Bugsey,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,6M6XXCcO5gI68XpIlrUL3Z,afroswing,uk hip hop,
194,45,HEART ATTACK (feat. lau.ra),BRONSON,https://open.spotify.com/track/4esIFtCJ2RUFbJpDGluVG4,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,60yfafz0P3gqaUaOUIddae,edm,vapor twitch,
195,46,Break Things,Kylie Morgan,https://open.spotify.com/track/45hbxz8xCxQfa9vmnV187v,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3g2yaL04Uapb5fxmwsUZgV,contemporary country,country pop,
196,47,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,3O5HD95HTEPgoPFOjAb7yV,viral rap,,
197,48,Disingenuous,Flight,https://open.spotify.com/track/77N3t8CNrUQV2f2SLQzs9Q,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,5e4gmiVV4XkRfnXhqRBEOk,texas latin rap,,
198,49,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,
199,50,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,viral-us-weekly-2020-05-28--2020-05-28.csv,May,2020-05-28,22,Viral 50,0u6GtibW46tFX7koQ6uNJZ,dance pop,edm,german dance
200,1,I See Red,Everybody Loves an Outlaw,https://open.spotify.com/track/2Xau3uNsnIb9FwzsvHR84z,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5RCWMaArEntbkeWYVxCiFW,modern blues rock,,
201,2,Then Leave (feat. Queendom Come),BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5L8p9kDnX2cgoI8VLUL2p4,houston rap,,
202,3,Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,2JbE7jUIGtpXSzytnyMg6U,,,
203,4,Hood Baby,KBFR,https://open.spotify.com/track/5au5NgWCdev4WeLRB3YEOR,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0JFjWic1b9Mvv7WcNYhDvZ,viral rap,,
204,5,Hard For Me,Michele Morrone,https://open.spotify.com/track/00PesUdTmC3Y5xtZbZND0p,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,03fLoIOO015incUitpfkad,,,
205,6,Hatchback,Cochise,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,46HzS7yz0c9udVwtbHk1sx,meme rap,vapor trap,
206,7,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7vPGzgDg3qGUY5bWtrO3K4,jawaiian,,
207,8,Como Llora,Juanfran,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7zY0DMisq1oYXvNNgGwHBY,dominican pop,pop reggaeton,urbano espanol
208,9,Do It,Chloe x Halle,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0AsThoR4KZSVktALiNcQwW,alternative r&b,dance pop,pop
209,10,SAD - Imanbek xxx Remix,Rasster,https://open.spotify.com/track/4x5ymi4akay9Fq5Xm1PW3E,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,3LVYHgfHgCTy3QSRt5kKQg,,,
