,Position,Track Name,Artist,Streams,URL,Filename
19,20,Put Your Records On,Ritt Momney,3931072,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-us-weekly-2020-11-06--2020-11-13.csv
20,21,Wishing Well,Juice WRLD,3813703,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,regional-us-weekly-2020-11-06--2020-11-13.csv
21,22,Blinding Lights,The Weeknd,3775168,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-11-06--2020-11-13.csv
22,23,Heather,Conan Gray,3661035,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,regional-us-weekly-2020-11-06--2020-11-13.csv
23,24,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,3614470,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK,regional-us-weekly-2020-11-06--2020-11-13.csv
24,25,you broke me first,Tate McRae,3547433,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-us-weekly-2020-11-06--2020-11-13.csv
25,26,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,3323901,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-us-weekly-2020-11-06--2020-11-13.csv
26,27,Sofia,Clairo,3287608,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,regional-us-weekly-2020-11-06--2020-11-13.csv
27,28,Watermelon Sugar,Harry Styles,3283614,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-11-06--2020-11-13.csv
28,29,Dreams - 2004 Remaster,Fleetwood Mac,3276158,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,regional-us-weekly-2020-11-06--2020-11-13.csv
29,30,Martin & Gina,Polo G,3261490,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-11-06--2020-11-13.csv
30,31,Levitating (feat. DaBaby),Dua Lipa,3261355,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,regional-us-weekly-2020-11-06--2020-11-13.csv
31,32,Blueberry Faygo,Lil Mosey,3192896,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-11-06--2020-11-13.csv
32,33,Runnin,21 Savage,3126454,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,regional-us-weekly-2020-11-06--2020-11-13.csv
33,34,my ex's best friend (with blackbear),Machine Gun Kelly,3097021,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,regional-us-weekly-2020-11-06--2020-11-13.csv
34,35,Dynamite,BTS,3086573,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,regional-us-weekly-2020-11-06--2020-11-13.csv
35,36,All Girls Are The Same,Juice WRLD,3085628,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-11-06--2020-11-13.csv
36,37,Took Her To The O,King Von,3050937,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW,regional-us-weekly-2020-11-06--2020-11-13.csv
37,38,just like magic,Ariana Grande,2970464,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe,regional-us-weekly-2020-11-06--2020-11-13.csv
38,39,Wonder,Shawn Mendes,2959759,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,regional-us-weekly-2020-11-06--2020-11-13.csv
39,40,Mr. Right Now (feat. Drake),21 Savage,2958953,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj,regional-us-weekly-2020-11-06--2020-11-13.csv
40,41,off the table (with The Weeknd),Ariana Grande,2940753,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD,regional-us-weekly-2020-11-06--2020-11-13.csv
41,42,Lucid Dreams,Juice WRLD,2932908,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-11-06--2020-11-13.csv
42,43,POPSTAR (feat. Drake),DJ Khaled,2918649,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-us-weekly-2020-11-06--2020-11-13.csv
43,44,ALWAYS DO,The Kid LAROI,2853262,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE,regional-us-weekly-2020-11-06--2020-11-13.csv
44,45,Be Like That - feat. Swae Lee & Khalid,Kane Brown,2845897,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-us-weekly-2020-11-06--2020-11-13.csv
45,46,PRACTICE,DaBaby,2845276,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju,regional-us-weekly-2020-11-06--2020-11-13.csv
46,47,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,2817115,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,regional-us-weekly-2020-11-06--2020-11-13.csv
47,48,Robbery,Juice WRLD,2787257,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-11-06--2020-11-13.csv
48,49,GO (feat. Juice WRLD),The Kid LAROI,2754600,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-us-weekly-2020-11-06--2020-11-13.csv
49,50,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,2747678,https://open.spotify.com/track/13EW51DKru044OJDJ9Bm8o,regional-us-weekly-2020-11-06--2020-11-13.csv
50,51,Young Wheezy (with Gunna),NAV,2695790,https://open.spotify.com/track/0bMyxvtbPa7HFemLjzw0xX,regional-us-weekly-2020-11-06--2020-11-13.csv
51,52,Daisy,Ashnikko,2673250,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-us-weekly-2020-11-06--2020-11-13.csv
52,53,Mood Swings (feat. Lil Tjay),Pop Smoke,2643328,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-us-weekly-2020-11-06--2020-11-13.csv
53,54,Circles,Post Malone,2619072,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-11-06--2020-11-13.csv
54,55,All I Want for Christmas Is You,Mariah Carey,2615579,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,regional-us-weekly-2020-11-06--2020-11-13.csv
55,56,The Code (feat. Polo G),King Von,2571075,https://open.spotify.com/track/5NOUjBikzECEJyZMTxtErD,regional-us-weekly-2020-11-06--2020-11-13.csv
56,57,The Box,Roddy Ricch,2560356,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-11-06--2020-11-13.csv
57,58,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2552381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-11-06--2020-11-13.csv
58,59,safety net (feat. Ty Dolla $ign),Ariana Grande,2544551,https://open.spotify.com/track/14gkWVFMwdxBMyqBw1wmIg,regional-us-weekly-2020-11-06--2020-11-13.csv
59,60,Someone You Loved,Lewis Capaldi,2494592,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-11-06--2020-11-13.csv
60,61,nasty,Ariana Grande,2466464,https://open.spotify.com/track/0sci7ppTZFm4mjcH3nu8yO,regional-us-weekly-2020-11-06--2020-11-13.csv
61,62,What That Speed Bout!?,Mike WiLL Made-It,2465191,https://open.spotify.com/track/5iZ5wjTTxSIv8Cfrhj6Jla,regional-us-weekly-2020-11-06--2020-11-13.csv
62,63,Sweater Weather,The Neighbourhood,2430285,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,regional-us-weekly-2020-11-06--2020-11-13.csv
63,64,WITHOUT YOU,The Kid LAROI,2428233,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,regional-us-weekly-2020-11-06--2020-11-13.csv
64,65,Before You Go,Lewis Capaldi,2396546,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-11-06--2020-11-13.csv
65,66,shut up,Ariana Grande,2369874,https://open.spotify.com/track/3ko9jEHNt4O5fjKN65ULJp,regional-us-weekly-2020-11-06--2020-11-13.csv
66,67,Go Crazy,Chris Brown,2349731,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-11-06--2020-11-13.csv
67,68,Spicy (feat. Post Malone),Ty Dolla $ign,2331407,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP,regional-us-weekly-2020-11-06--2020-11-13.csv
68,69,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,2326726,https://open.spotify.com/track/0DYNL4xbYWgNzppUamtyR4,regional-us-weekly-2020-11-06--2020-11-13.csv
69,70,Smile (with The Weeknd),Juice WRLD,2302276,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,regional-us-weekly-2020-11-06--2020-11-13.csv
70,71,E-GIRLS ARE RUINING MY LIFE!,CORPSE,2294520,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve,regional-us-weekly-2020-11-06--2020-11-13.csv
71,72,24 (feat. Lil Baby),Money Man,2285983,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,regional-us-weekly-2020-11-06--2020-11-13.csv
72,73,Golden,Harry Styles,2258244,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,regional-us-weekly-2020-11-06--2020-11-13.csv
73,74,Better Together,Luke Combs,2253869,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7,regional-us-weekly-2020-11-06--2020-11-13.csv
74,75,Midnight Sky,Miley Cyrus,2252557,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,regional-us-weekly-2020-11-06--2020-11-13.csv
75,76,Train Wreck,James Arthur,2242294,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,regional-us-weekly-2020-11-06--2020-11-13.csv
76,77,Savage Love (Laxed - Siren Beat),Jawsh 685,2232263,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,regional-us-weekly-2020-11-06--2020-11-13.csv
77,78,six thirty,Ariana Grande,2212591,https://open.spotify.com/track/2IKJtXeR5UsaUjZB46fTOK,regional-us-weekly-2020-11-06--2020-11-13.csv
78,79,Electric Love,BØRNS,2195645,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,regional-us-weekly-2020-11-06--2020-11-13.csv
79,80,obvious,Ariana Grande,2177550,https://open.spotify.com/track/0q85C1JiECyYIQthz1posA,regional-us-weekly-2020-11-06--2020-11-13.csv
80,81,my hair,Ariana Grande,2162729,https://open.spotify.com/track/6u7gmPOz7pzzaeR9xSBpsR,regional-us-weekly-2020-11-06--2020-11-13.csv
81,82,7 Summers,Morgan Wallen,2161532,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,regional-us-weekly-2020-11-06--2020-11-13.csv
82,83,SLOW DANCING IN THE DARK,Joji,2141789,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-11-06--2020-11-13.csv
83,84,Are You Bored Yet? (feat. Clairo),Wallows,2129426,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-us-weekly-2020-11-06--2020-11-13.csv
84,85,Whoopty,CJ,2094746,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA,regional-us-weekly-2020-11-06--2020-11-13.csv
85,86,Adore You,Harry Styles,2090529,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-11-06--2020-11-13.csv
86,87,death bed (coffee for your head),Powfu,2079696,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-11-06--2020-11-13.csv
87,88,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2064203,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-us-weekly-2020-11-06--2020-11-13.csv
88,89,goosebumps,Travis Scott,2058193,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-11-06--2020-11-13.csv
89,90,Rockin' Around The Christmas Tree,Brenda Lee,2057999,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,regional-us-weekly-2020-11-06--2020-11-13.csv
90,91,hot girl bummer,blackbear,2055408,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,regional-us-weekly-2020-11-06--2020-11-13.csv
91,92,After Party,Don Toliver,2052776,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-11-06--2020-11-13.csv
92,93,Whiskey Glasses,Morgan Wallen,2052178,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,regional-us-weekly-2020-11-06--2020-11-13.csv
93,94,Got It On Me,Pop Smoke,2047158,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-us-weekly-2020-11-06--2020-11-13.csv
94,95,Weeeeee,Trippie Redd,2041405,https://open.spotify.com/track/2PI3qpTqYowwMzOSQRuj73,regional-us-weekly-2020-11-06--2020-11-13.csv
95,96,Life Is Good (feat. Drake),Future,2030325,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-us-weekly-2020-11-06--2020-11-13.csv
96,97,If the World Was Ending - feat. Julia Michaels,JP Saxe,2013999,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-11-06--2020-11-13.csv
97,98,Roses - Imanbek Remix,SAINt JHN,2004388,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,regional-us-weekly-2020-11-06--2020-11-13.csv
98,99,Daddy Issues,The Neighbourhood,1994826,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,regional-us-weekly-2020-11-06--2020-11-13.csv
99,100,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,1984281,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,regional-us-weekly-2020-11-06--2020-11-13.csv
100,101,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,1979869,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,regional-us-weekly-2020-11-06--2020-11-13.csv
101,102,Righteous,Juice WRLD,1978149,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,regional-us-weekly-2020-11-06--2020-11-13.csv
102,103,Jocelyn Flores,XXXTENTACION,1961420,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-11-06--2020-11-13.csv
103,104,Don't Need Friends (feat. Lil Baby),NAV,1956172,https://open.spotify.com/track/4x3mum2YGHtIBrgUKiNt4F,regional-us-weekly-2020-11-06--2020-11-13.csv
104,105,Jingle Bell Rock,Bobby Helms,1954159,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj,regional-us-weekly-2020-11-06--2020-11-13.csv
105,106,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1952778,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-11-06--2020-11-13.csv
106,107,Head & Heart (feat. MNEK),Joel Corry,1948723,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-us-weekly-2020-11-06--2020-11-13.csv
107,108,21,Polo G,1946823,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-us-weekly-2020-11-06--2020-11-13.csv
108,109,Dior,Pop Smoke,1932959,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-11-06--2020-11-13.csv
109,110,west side,Ariana Grande,1921873,https://open.spotify.com/track/1whfVLMKWqAX3uk97VXsNN,regional-us-weekly-2020-11-06--2020-11-13.csv
110,111,Party Girl,StaySolidRocky,1919242,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,regional-us-weekly-2020-11-06--2020-11-13.csv
111,112,Wolves (feat. Post Malone),Big Sean,1907610,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,regional-us-weekly-2020-11-06--2020-11-13.csv
112,113,FDT,YG,1904820,https://open.spotify.com/track/6k0DJqW2v2e4809Z1zN0YU,regional-us-weekly-2020-11-06--2020-11-13.csv
113,114,BOP,DaBaby,1896190,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-us-weekly-2020-11-06--2020-11-13.csv
114,115,love language,Ariana Grande,1880429,https://open.spotify.com/track/6NYtLvyThMT0oALFdJFdzq,regional-us-weekly-2020-11-06--2020-11-13.csv
115,116,More Than My Hometown,Morgan Wallen,1877746,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz,regional-us-weekly-2020-11-06--2020-11-13.csv
116,117,Crazy Story,Only The Family,1862062,https://open.spotify.com/track/5i0eJv1DzuyhaYnro4wTKg,regional-us-weekly-2020-11-06--2020-11-13.csv
117,118,lovely (with Khalid),Billie Eilish,1861102,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-us-weekly-2020-11-06--2020-11-13.csv
118,119,Beautiful Crazy,Luke Combs,1855172,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,regional-us-weekly-2020-11-06--2020-11-13.csv
119,120,Santa Tell Me,Ariana Grande,1846511,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,regional-us-weekly-2020-11-06--2020-11-13.csv
120,121,HIGHEST IN THE ROOM,Travis Scott,1841052,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-11-06--2020-11-13.csv
121,122,It's the Most Wonderful Time of the Year,Andy Williams,1841037,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A,regional-us-weekly-2020-11-06--2020-11-13.csv
122,123,Last Christmas,Wham!,1840312,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,regional-us-weekly-2020-11-06--2020-11-13.csv
123,124,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,1840165,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,regional-us-weekly-2020-11-06--2020-11-13.csv
124,125,FEEL SOMETHING (feat. Marshmello),The Kid LAROI,1837415,https://open.spotify.com/track/1yP6g2Ka4CisR3i2cuIcjK,regional-us-weekly-2020-11-06--2020-11-13.csv
125,126,ROXANNE,Arizona Zervas,1835788,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-us-weekly-2020-11-06--2020-11-13.csv
126,127,Ballin' (with Roddy Ricch),Mustard,1835177,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-us-weekly-2020-11-06--2020-11-13.csv
127,128,Sunday Best,Surfaces,1830188,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-us-weekly-2020-11-06--2020-11-13.csv
128,129,One Of Them Girls,Lee Brice,1818716,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,regional-us-weekly-2020-11-06--2020-11-13.csv
129,130,Rags2Riches 2 (feat. Lil Baby),Rod Wave,1816663,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb,regional-us-weekly-2020-11-06--2020-11-13.csv
130,131,WHATS POPPIN,Jack Harlow,1815563,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-us-weekly-2020-11-06--2020-11-13.csv
131,132,Deep End,Fousheé,1802048,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,regional-us-weekly-2020-11-06--2020-11-13.csv
132,133,Falling,Harry Styles,1793026,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-11-06--2020-11-13.csv
133,134,Hawái,Maluma,1784474,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,regional-us-weekly-2020-11-06--2020-11-13.csv
134,135,Take You Dancing,Jason Derulo,1780126,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,regional-us-weekly-2020-11-06--2020-11-13.csv
135,136,Chasin' You,Morgan Wallen,1766403,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,regional-us-weekly-2020-11-06--2020-11-13.csv
136,137,Kacey Talk,YoungBoy Never Broke Again,1761155,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F,regional-us-weekly-2020-11-06--2020-11-13.csv
137,138,Rain On Me (with Ariana Grande),Lady Gaga,1758448,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,regional-us-weekly-2020-11-06--2020-11-13.csv
138,139,WRONG (feat. Lil Mosey),The Kid LAROI,1757439,https://open.spotify.com/track/1EWkw4Fa6IlnsAihLUlFFM,regional-us-weekly-2020-11-06--2020-11-13.csv
139,140,It's Beginning to Look a Lot like Christmas,Michael Bublé,1753766,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,regional-us-weekly-2020-11-06--2020-11-13.csv
140,141,Star Shopping,Lil Peep,1749644,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,regional-us-weekly-2020-11-06--2020-11-13.csv
141,142,Intentions (feat. Quavo),Justin Bieber,1749314,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-11-06--2020-11-13.csv
142,143,SICKO MODE,Travis Scott,1735151,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-11-06--2020-11-13.csv
143,144,We Paid (feat. 42 Dugg),Lil Baby,1733142,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,regional-us-weekly-2020-11-06--2020-11-13.csv
144,145,Falling,Trevor Daniel,1731049,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-us-weekly-2020-11-06--2020-11-13.csv
145,146,20 Min,Lil Uzi Vert,1725187,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,regional-us-weekly-2020-11-06--2020-11-13.csv
146,147,Bang!,AJR,1718896,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn,regional-us-weekly-2020-11-06--2020-11-13.csv
147,148,No Role Modelz,J. Cole,1703237,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,regional-us-weekly-2020-11-06--2020-11-13.csv
148,149,PIKACHU,The Kid LAROI,1701008,https://open.spotify.com/track/33QXHN1SzNgHIRPr7qYknV,regional-us-weekly-2020-11-06--2020-11-13.csv
149,150,SAD!,XXXTENTACION,1695670,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-us-weekly-2020-11-06--2020-11-13.csv
150,151,forget me too (feat. Halsey),Machine Gun Kelly,1694310,https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m,regional-us-weekly-2020-11-06--2020-11-13.csv
151,152,July,Noah Cyrus,1692956,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,regional-us-weekly-2020-11-06--2020-11-13.csv
152,153,Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,1679610,https://open.spotify.com/track/13VXVxePp4NUiXwtmQ0viz,regional-us-weekly-2020-11-06--2020-11-13.csv
153,154,Excitement (feat. PARTYNEXTDOOR),Trippie Redd,1679117,https://open.spotify.com/track/7FullO2NDkyvxLuxYVKINa,regional-us-weekly-2020-11-06--2020-11-13.csv
154,155,Girls in the Hood,Megan Thee Stallion,1668369,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh,regional-us-weekly-2020-11-06--2020-11-13.csv
155,156,Onna Come Up,Lil Eazzyy,1629361,https://open.spotify.com/track/3NxFTRr0692mbC5hD0nEZD,regional-us-weekly-2020-11-06--2020-11-13.csv
156,157,Tongue Tied,Grouplove,1627203,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,regional-us-weekly-2020-11-06--2020-11-13.csv
157,158,The Less I Know The Better,Tame Impala,1617455,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,regional-us-weekly-2020-11-06--2020-11-13.csv
158,159,MIDDLE CHILD,J. Cole,1603800,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,regional-us-weekly-2020-11-06--2020-11-13.csv
159,160,Godzilla (feat. Juice WRLD),Eminem,1602739,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-us-weekly-2020-11-06--2020-11-13.csv
160,161,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,1598067,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,regional-us-weekly-2020-11-06--2020-11-13.csv
161,162,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,1597009,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,regional-us-weekly-2020-11-06--2020-11-13.csv
162,163,Diamonds,Sam Smith,1593313,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS,regional-us-weekly-2020-11-06--2020-11-13.csv
163,164,Got What I Got,Jason Aldean,1590958,https://open.spotify.com/track/4TCc369aRPRubv1m8R1TBG,regional-us-weekly-2020-11-06--2020-11-13.csv
164,165,Conversations,Juice WRLD,1574831,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,regional-us-weekly-2020-11-06--2020-11-13.csv
165,166,Armed And Dangerous,Juice WRLD,1572286,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,regional-us-weekly-2020-11-06--2020-11-13.csv
166,167,High Fashion (feat. Mustard),Roddy Ricch,1560081,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-11-06--2020-11-13.csv
167,168,No Guidance (feat. Drake),Chris Brown,1554621,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-11-06--2020-11-13.csv
168,169,Stuck with U (with Justin Bieber),Ariana Grande,1543899,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-11-06--2020-11-13.csv
169,170,TELL ME WHY,The Kid LAROI,1543606,https://open.spotify.com/track/3jlxX3VXPiY3lvBBbppQD3,regional-us-weekly-2020-11-06--2020-11-13.csv
170,171,Pretty Heart,Parker McCollum,1540848,https://open.spotify.com/track/6vC90OOjZR165Hw8CpsqEm,regional-us-weekly-2020-11-06--2020-11-13.csv
171,172,PTSD,G Herbo,1537603,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,regional-us-weekly-2020-11-06--2020-11-13.csv
172,173,Flex (feat. Juice WRLD),Polo G,1536526,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,regional-us-weekly-2020-11-06--2020-11-13.csv
173,174,Promiscuous,Nelly Furtado,1534506,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,regional-us-weekly-2020-11-06--2020-11-13.csv
174,175,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1531594,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-11-06--2020-11-13.csv
175,176,THE SCOTTS,THE SCOTTS,1528137,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-us-weekly-2020-11-06--2020-11-13.csv
176,177,I Fall Apart,Post Malone,1527889,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,regional-us-weekly-2020-11-06--2020-11-13.csv
177,178,Space Cadet (feat. Gunna),Metro Boomin,1525260,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,regional-us-weekly-2020-11-06--2020-11-13.csv
178,179,Toosie Slide,Drake,1524891,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-us-weekly-2020-11-06--2020-11-13.csv
179,180,XO Tour Llif3,Lil Uzi Vert,1524561,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-us-weekly-2020-11-06--2020-11-13.csv
