,Position,Track Name,Artist,URL,Filename,Month,Date,Week Number,Type
33,34,Wait for It,Leslie Odom Jr.,https://open.spotify.com/track/7EqpEBPOohgk7NnKvBGFWo,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
34,35,Do It,Chloe x Halle,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
35,36,Magic Bullet,My Morning Jacket,https://open.spotify.com/track/0szMkrbyGhTE1ogVoFPvB2,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
36,37,Prospect (ft. Lil Baby),iann dior,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
37,38,As the World Caves In,Matt Maltese,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
38,39,God’s Menu,Stray Kids,https://open.spotify.com/track/0RzT9tBLcQhofW2TNiHP9B,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
39,40,Moral of the Story (feat. Niall Horan),Ashe,https://open.spotify.com/track/2NWVdwbd2hPIzC2lyf4y63,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
40,41,Lockdown,Anderson .Paak,https://open.spotify.com/track/5oZps6mYqU5s7A4WjUZggJ,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
41,42,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
42,43,We Paid (feat. 42 Dugg),Lil Baby,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
43,44,Labios Rojos,LDNE,https://open.spotify.com/track/1zF5Jr9yPDKkT1ghsNMale,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
44,45,Helpless,Phillipa Soo,https://open.spotify.com/track/54Sc7mZQ1RM03STpk4SfaA,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
45,46,stupid horse,100 gecs,https://open.spotify.com/track/23Dapn8107GgxvXDIsPwWm,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
46,47,Pussy Talk,City Girls,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
47,48,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
48,49,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
49,50,Stay Gold,BTS,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ,viral-us-weekly-2020-07-16--2020-07-16.csv,July,2020-07-16,29,Viral 50
0,1,DDLG,ppcocaine,https://open.spotify.com/track/42dtq3bqOCzD0L2kITk4Dp,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
1,2,NEVER MET!,CMTEN,https://open.spotify.com/track/7nJWotqUUPhVaCAOov6qGp,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
2,3,In This Shirt,The Irrepressibles,https://open.spotify.com/track/60mItLdFl6xkYc1sAjlZlf,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
3,4,Be Happy,Dixie,https://open.spotify.com/track/0egBBvt6cfROuCHP5nBABx,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
4,5,Then Leave (feat. Queendom Come),BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
5,6,Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
6,7,Stuck in the Middle,Tai Verdes,https://open.spotify.com/track/2HQPOVBAOU2EBTy1nBGRiW,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
7,8,Savage Love (Laxed - Siren Beat),Jawsh 685,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
8,9,Husavik (My Hometown),Will Ferrell,https://open.spotify.com/track/6ofMKJjMpfDEb48JYEAgjX,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
9,10,Overwhelmed,Royal & the Serpent,https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
10,11,Hatchback,Cochise,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
11,12,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
12,13,Heat Waves,Glass Animals,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
13,14,Phantom,Allen Mock,https://open.spotify.com/track/7hX7eKN0PglaprxYdmD6rn,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
14,15,Free Joe Exotic,Bfb Da Packman,https://open.spotify.com/track/3uzrG1ZgnMeATFf2KgAV6I,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
15,16,Weird Fishes,Lianne La Havas,https://open.spotify.com/track/29QmoL1eeQrs6MEfKImfBV,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
16,17,Hood Baby,KBFR,https://open.spotify.com/track/5au5NgWCdev4WeLRB3YEOR,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
17,18,Rags2Riches (feat. ATR Son Son),Rod Wave,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
18,19,Tap In,Saweetie,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
19,20,La Trokita,Eslabon Armado,https://open.spotify.com/track/5N1OCw4KTdu1cbcecdSsDM,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
20,21,Hey Lover!,Wabie,https://open.spotify.com/track/7rC3P7tpWriaC4hYWKwGQd,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
21,22,Truly Madly Deeply,One Direction,https://open.spotify.com/track/5lgqMorcT2crsPWiYlgec1,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
22,23,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
23,24,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
24,25,Girls in the Hood,Megan Thee Stallion,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
25,26,How You Like That,BLACKPINK,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
26,27,VICES,Mothica,https://open.spotify.com/track/2cYynEijt5LiNLJkWK1njz,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
27,28,Save Me,Jelly Roll,https://open.spotify.com/track/5ShenzydHxkHm8w6vdJxMT,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
28,29,Looking for Me,Paul Woolford,https://open.spotify.com/track/17bGtGqqaXOgVnhnfx5NlE,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
29,30,I See Red,Everybody Loves an Outlaw,https://open.spotify.com/track/5MAK1nd8R6PWnle1Q1WJvh,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
30,31,Irresistible,One Direction,https://open.spotify.com/track/7y2SafCBiLoQVBDVZHaVOK,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
31,32,Djadja (feat. Maluma) - Remix,Aya Nakamura,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
32,33,money machine,100 gecs,https://open.spotify.com/track/61bwFjzXGG1x2aZsANdLyl,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
33,34,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
34,35,March March,The Chicks,https://open.spotify.com/track/3TCQaTVKBHYMBPVx1sTB8v,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
35,36,Magic,One Direction,https://open.spotify.com/track/7gY8FAYu5zuOzmPBlOec3L,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
36,37,Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
37,38,Young,Vacations,https://open.spotify.com/track/0cjclnXBEihsvHLuqJzpJr,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
38,39,GO (feat. Juice WRLD),The Kid LAROI,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
39,40,Go Crazy,Chris Brown,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
40,41,SAD - Imanbek xxx Remix,Rasster,https://open.spotify.com/track/4x5ymi4akay9Fq5Xm1PW3E,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
41,42,Labios Rojos,LDNE,https://open.spotify.com/track/1zF5Jr9yPDKkT1ghsNMale,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
42,43,La Curiosidad,Jay Wheeler,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
43,44,Home for the Summer,Sara Kays,https://open.spotify.com/track/6zHP0OCcZYtxumAqmRuIXk,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
44,45,Thank You Lord (feat.Thomas Rhett & Florida Georgia Line),Chris Tomlin,https://open.spotify.com/track/6zN6wjHO3ALVCIQQhSqqqN,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
45,46,Past Life (with Selena Gomez),Trevor Daniel,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
46,47,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
47,48,Renee,SALES,https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
48,49,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
49,50,Baby,Eslabon Armado,https://open.spotify.com/track/3lbCkWmaQKphoT2ZWdQrQs,viral-us-weekly-2020-07-23--2020-07-23.csv,July,2020-07-23,30,Viral 50
