,Unnamed: 0,Unnamed: 0.1,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
1238,1238,38,39,Martin & Gina,Polo G,3249112,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
1239,1239,39,40,Watermelon Sugar,Harry Styles,3220140,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
1240,1240,40,41,Still Goin Down,Morgan Wallen,3202925,https://open.spotify.com/track/096YtKWNRXdmYKFLelSBto,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
1241,1241,41,42,you broke me first,Tate McRae,3169362,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
1242,1242,42,43,All Girls Are The Same,Juice WRLD,3132882,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1243,1243,43,44,Hawái - Remix,Maluma,3110538,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1r4hJ1h58CWwUQe3MxPuau,latin,reggaeton,reggaeton colombiano
1244,1244,44,45,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,3054792,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
1245,1245,45,46,Underneath the Tree,Kelly Clarkson,3040393,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3BmGtnKgCSGYIUhmivXKWX,dance pop,neo mellow,pop
1246,1246,46,47,Blueberry Faygo,Lil Mosey,2990004,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
1247,1247,47,48,Sofia,Clairo,2961100,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3l0CmX0FuQjFxr8SK7Vqag,bedroom pop,pop,unspecified
1248,1248,48,49,Lucid Dreams,Juice WRLD,2959582,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1249,1249,49,50,my ex's best friend (with blackbear),Machine Gun Kelly,2894238,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,unspecified
1250,1250,50,51,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2855274,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
1251,1251,51,52,Dreams - 2004 Remaster,Fleetwood Mac,2853620,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,08GQAI4eElDnROBrJRGE0X,album rock,classic rock,mellow gold
1252,1252,52,53,Sweater Weather,The Neighbourhood,2837429,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,modern rock,pop
1253,1253,53,54,Wonder,Shawn Mendes,2832532,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,7n2wHs1TKAczGzO7Dd2rGr,canadian pop,pop,post-teen pop
1254,1254,54,55,7 Summers,Morgan Wallen,2819023,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
1255,1255,55,56,Runnin,21 Savage,2778842,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1URnnhqYAYcrqrcwql10ft,atl hip hop,rap,trap
1256,1256,56,57,Robbery,Juice WRLD,2761431,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1257,1257,57,58,Mr. Right Now (feat. Drake),21 Savage,2749950,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1URnnhqYAYcrqrcwql10ft,atl hip hop,rap,trap
1258,1258,58,59,Circles,Megan Thee Stallion,2643098,https://open.spotify.com/track/08TILUAN56HJoS1d9mNRty,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1259,1259,59,60,Fly To My Room,BTS,2622619,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
1260,1260,60,61,Cry Baby (feat. DaBaby),Megan Thee Stallion,2611532,https://open.spotify.com/track/4aarlAfLKVCTxUDNgbwhjH,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1261,1261,61,62,The Box,Roddy Ricch,2598296,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
1262,1262,62,63,POPSTAR (feat. Drake),DJ Khaled,2595476,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0QHgL1lAIqAw0HtD7YldmP,dance pop,hip hop,miami hip hop
1263,1263,63,64,Circles,Post Malone,2580045,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
1264,1264,64,65,Blue & Grey,BTS,2576410,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
1265,1265,65,66,Telepathy,BTS,2566695,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
1266,1266,66,67,PRACTICE,DaBaby,2563900,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
1267,1267,67,68,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2562271,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,49e4v89VmlDcFCMyDv9wQ9,adult standards,easy listening,lounge
1268,1268,68,69,More Than My Hometown,Morgan Wallen,2501225,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
1269,1269,69,70,Dis-ease,BTS,2496347,https://open.spotify.com/track/54DmTIv86D3sYdiawjULQ0,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
1270,1270,70,71,Sleigh Ride,The Ronettes,2493896,https://open.spotify.com/track/46UMwpkxyIwzqhsaONm4wf,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0LyfQWJT6nXafLPZqxe9Of,unspecified,unspecified,unspecified
1271,1271,71,72,Took Her To The O,King Von,2463346,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6QtgPSJPSzcnn7dPZ4VINp,chicago rap,unspecified,unspecified
1272,1272,72,73,Mood Swings (feat. Lil Tjay),Pop Smoke,2459082,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
1273,1273,73,74,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2439276,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1Mxqyy3pSjf8kZZL4QVxS0,adult standards,easy listening,lounge
1274,1274,74,75,Mistletoe,Justin Bieber,2438789,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
1275,1275,75,76,Someone You Loved,Lewis Capaldi,2427965,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
1276,1276,76,77,Feliz Navidad,José Feliciano,2390332,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,7K78lVZ8XzkjfRSI7570FF,latin pop,puerto rican pop,unspecified
1277,1277,77,78,Daisy,Ashnikko,2342458,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3PyJHH2wyfQK3WZrk9rpmP,alt z,electropop,escape room
1278,1278,78,79,Holly Jolly Christmas,Michael Bublé,2325001,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1GxkXlMwML1oSg5eLPiAz3,adult standards,canadian pop,jazz pop
1279,1279,79,80,Whiskey Glasses,Morgan Wallen,2317321,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
1280,1280,80,81,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,2316919,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0WK3H9OErSn5zKOkOV5egm,trap,viral rap,unspecified
1281,1281,81,82,Stay,BTS,2313486,https://open.spotify.com/track/3ndCsZfq8OVwwkz9mmZvUz,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
1282,1282,82,83,GO (feat. Juice WRLD),The Kid LAROI,2297204,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
1283,1283,83,84,Be Like That - feat. Swae Lee & Khalid,Kane Brown,2282127,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3oSJ7TBVCWMDMiYjXNiCKE,contemporary country,country,country road
1284,1284,84,85,Livin’ The Dream,Morgan Wallen,2260199,https://open.spotify.com/track/2L4YgbxxwmwafMqLIjSx8q,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
1285,1285,85,86,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2254007,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
1286,1286,86,87,A Holly Jolly Christmas - Single Version,Burl Ives,2252335,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0MHgLfmQdutffmvWe5XBTN,adult standards,american folk revival,lounge
1287,1287,87,88,Before You Go,Lewis Capaldi,2243132,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
1288,1288,88,89,Girls in the Hood,Megan Thee Stallion,2230792,https://open.spotify.com/track/7yiSvALPjMrBLDDrbcDRNy,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1289,1289,89,90,Movie (feat. Lil Durk),Megan Thee Stallion,2216891,https://open.spotify.com/track/7Ge141qhUeuglcOvgAkWBy,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1290,1290,90,91,motive (with Doja Cat),Ariana Grande,2188153,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
1291,1291,91,92,Smile (with The Weeknd),Juice WRLD,2154191,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1292,1292,92,93,Jocelyn Flores,XXXTENTACION,2151391,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,unspecified
1293,1293,93,94,ALWAYS DO,The Kid LAROI,2148088,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
1294,1294,94,95,goosebumps,Travis Scott,2141721,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
1295,1295,95,96,Line Without a Hook,Ricky Montgomery,2096761,https://open.spotify.com/track/5jvgec3P4jyoZUPTy2pWDR,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0ZUvK7zGdXLd78mQr3t1Tw,alt z,indie pop,la indie
1296,1296,96,97,The Christmas Song (Merry Christmas To You),Nat King Cole,2095125,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,7v4imS0moSyGdXyLgVTIV7,adult standards,vocal jazz,unspecified
1297,1297,97,98,Train Wreck,James Arthur,2088547,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4IWBUUAFIplrNtaOHcJPRM,pop,post-teen pop,talent show
1298,1298,98,99,Life Is Good (feat. Drake),Future,2083410,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
1299,1299,99,100,Electric Love,BØRNS,2071711,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1KP6TWI40m7p3QBTU6u2xo,electropop,modern alternative rock,modern rock
1300,1300,100,101,SLOW DANCING IN THE DARK,Joji,2053611,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,unspecified
1301,1301,101,102,Adore You,Harry Styles,2049320,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
1302,1302,102,103,After Party,Don Toliver,2037867,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4Gso3d4CscCijv0lmajZWs,rap,trap,unspecified
1303,1303,103,104,Space Legend,Porky Slim,2036480,https://open.spotify.com/track/2ShRJbppDksFugwquBFyjx,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4ohRzp7ZzPQi3PzCiBrDAm,unspecified,unspecified,unspecified
1304,1304,104,105,Midnight Sky,Miley Cyrus,2029270,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,5YGY8feqx7naU7z4HrwZM6,dance pop,pop,post-teen pop
1305,1305,105,106,E-GIRLS ARE RUINING MY LIFE!,CORPSE,2027818,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,7yntSJ6uojO3z6GFUVwhAW,viral rap,unspecified,unspecified
1306,1306,106,107,Drankin N Smokin,Future,2013194,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
1307,1307,107,108,death bed (coffee for your head),Powfu,2011674,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,unspecified
1308,1308,108,109,Are You Bored Yet? (feat. Clairo),Wallows,2010507,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0NIPkIjTV8mB795yEIiPYL,indie pop,modern rock,pop
1309,1309,109,110,Roses - Imanbek Remix,SAINt JHN,2008639,https://open.spotify.com/track/5f5tMrP3ZZbNtiLIHKOQLS,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
1310,1310,110,111,Chasin' You,Morgan Wallen,2002645,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
1311,1311,111,112,HIGHEST IN THE ROOM,Travis Scott,1989014,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
1312,1312,112,113,Better Together,Luke Combs,1973767,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,718COspgdWOnwOFpJHRZHS,contemporary country,unspecified,unspecified
1313,1313,113,114,Golden,Harry Styles,1967800,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
1314,1314,114,115,Go Crazy,Chris Brown,1966773,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
1315,1315,115,116,lovely (with Khalid),Billie Eilish,1965560,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
1316,1316,116,117,Wolves (feat. Post Malone),Big Sean,1950332,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
1317,1317,117,118,Daddy Issues,The Neighbourhood,1943409,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,modern rock,pop
1318,1318,118,119,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1941975,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
1319,1319,119,120,hot girl bummer,blackbear,1941004,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,2cFrymmkijnjDg9SS92EPM,electropop,pop,pop rap
1320,1320,120,121,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1934239,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1321,1321,121,122,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,1932198,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4STHEaNw4mPZ2tzheohgXB,album rock,art rock,beatlesque
1322,1322,122,123,Righteous,Juice WRLD,1922893,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1323,1323,123,124,Savage Remix (feat. Beyoncé),Megan Thee Stallion,1921279,https://open.spotify.com/track/2Z71PZlOeF9YVze4hy1A1a,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1324,1324,124,125,If the World Was Ending - feat. Julia Michaels,JP Saxe,1920157,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
1325,1325,125,126,Shots Fired,Megan Thee Stallion,1919244,https://open.spotify.com/track/3yhhv0VCmKkAWD9ysDLpTE,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1326,1326,126,127,21,Polo G,1913871,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
1327,1327,127,128,Dior,Pop Smoke,1904582,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
1328,1328,128,129,No Role Modelz,J. Cole,1900876,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
1329,1329,129,130,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,1884084,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
1330,1330,130,131,just like magic,Ariana Grande,1877660,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
1331,1331,131,132,Do It On The Tip (feat. City Girls & Hot Girl Meg),Megan Thee Stallion,1867619,https://open.spotify.com/track/2993VQSr7a2Dj5hI5xcWG0,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
1332,1332,132,133,BICHOTA,KAROL G,1859444,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,regional-us-weekly-2020-11-20--2020-11-27.csv,November,47,Top 200,2020-11-20,790FomKkXshlbRYZFtlgla,latin,reggaeton,reggaeton colombiano
