,Position,Track Name,Artist,Streams,URL,Filename,Month,Date,Week Number,Type,Artist ID,Genre 1,Genre 2,Genre 3
697,98,Woah,Lil Baby,1993003,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
698,99,SLOW DANCING IN THE DARK,Joji,1970589,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,
699,100,MIDDLE CHILD,J. Cole,1946765,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
700,101,MET GALA,Gunna,1945629,https://open.spotify.com/track/4loM16743hROPC6uIJG6wM,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
701,102,Pain 1993 (with Playboi Carti),Drake,1945458,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
702,103,Wow.,Post Malone,1941362,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
703,104,Suge,DaBaby,1929493,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
704,105,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,1915801,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1VPmR4DJC1PlOtd0IADAO0,dark trap,new orleans rap,underground hip hop
705,106,July,Noah Cyrus,1910809,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,55fhWPvDiMpLnE4ZzNXZyW,alt z,dance pop,pop
706,107,XO Tour Llif3,Lil Uzi Vert,1909497,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
707,108,Heartless,The Weeknd,1902852,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
708,109,rockstar (feat. 21 Savage),Post Malone,1899038,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
709,110,Level of Concern,Twenty One Pilots,1898759,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3YQKmKGau1PzlVlkL1iodx,modern rock,rock,
710,111,Goodbyes (Feat. Young Thug),Post Malone,1891222,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
711,112,Emotionally Scarred,Lil Baby,1890313,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
712,113,In Your Eyes,The Weeknd,1882959,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
713,114,Truth Hurts,Lizzo,1880478,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,56oDRnqbIiwx4mymNEv7dS,dance pop,escape room,minnesota hip hop
714,115,NASTY GIRL / ON CAMERA,Gunna,1865823,https://open.spotify.com/track/2f8y4CuG57UJEmkG3ujd0D,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
715,116,Temperature Rising,Tory Lanez,1844655,https://open.spotify.com/track/1miln1rdxYSBD0NOeIQeJG,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2jku7tDXc6XoB6MO2hFuqg,canadian hip hop,hip hop,melodic rap
716,117,Magic In The Hamptons (feat. Lil Yachty),Social House,1837199,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5UjifI1TYefXWn9GdqDOHl,pop rap,,
717,118,when the party's over,Billie Eilish,1834189,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
718,119,Sum 2 Prove,Lil Baby,1833395,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
719,120,I Fall Apart,Post Malone,1832834,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
720,121,Heatin Up (feat. Gunna),Lil Baby,1828412,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
721,122,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1822751,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
722,123,The Less I Know The Better,Tame Impala,1800559,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5INjqkS1o8h1imAzPqGZBb,australian psych,neo-psychedelic,
723,124,SUGAR,BROCKHAMPTON,1797018,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1Bl6wpkWCQ4KVgnASpvzzA,boy band,hip hop,rap
724,125,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,1792114,https://open.spotify.com/track/4ejNoyrhgjrioqJbgTNPu3,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6x2LnllRG5uGarZMsD4iO8,contemporary country,country,country road
725,126,Heart On Ice,Rod Wave,1791217,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,45TgXXqMDdF8BkjA83OM7z,florida rap,,
726,127,Angels & Demons,jxdn,1778715,https://open.spotify.com/track/4GUj9MfPPkjpZskxb45uiX,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6Y64EaNqpqcZYTgs4c76gF,social media pop,,
727,128,MOTW,Gunna,1777818,https://open.spotify.com/track/0JZUiKHoEDpsLvXfeqbZxV,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
728,129,Armed And Dangerous,Juice WRLD,1771763,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
729,130,Does To Me (feat. Eric Church),Luke Combs,1771317,https://open.spotify.com/track/0nGXi46VcQQ56ZJR428MKS,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,718COspgdWOnwOFpJHRZHS,contemporary country,,
730,131,Suicidal,YNW Melly,1771113,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
731,132,Like That (feat. Gucci Mane),Doja Cat,1770573,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
732,133,Pop Out (feat. Lil Tjay),Polo G,1761152,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
733,134,No Idea,Don Toliver,1761024,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4Gso3d4CscCijv0lmajZWs,rap,trap,
734,135,Murder On My Mind,YNW Melly,1760241,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
735,136,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,1726996,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,31W5EY0aAly4Qieq6OFu6I,melodic rap,pop rap,rap
736,137,Fuck Love (feat. Trippie Redd),XXXTENTACION,1726470,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,
737,138,Lo Mein,Lil Uzi Vert,1722180,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
738,139,Falling,Harry Styles,1719508,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
739,140,Know Your Worth,Khalid,1717082,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6LuN9FCkKOj5PcnpouEgny,alternative r&b,pop,
740,141,FIND MY WAY,DaBaby,1714940,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
741,142,VIBEZ,DaBaby,1708896,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
742,143,EARFQUAKE,"Tyler, The Creator",1703396,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4V8LLVI7PbaPR0K2TGSxFF,hip hop,rap,
743,144,JUMP (feat. YoungBoy Never Broke Again),DaBaby,1691295,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
744,145,No Guidance (feat. Drake),Chris Brown,1690290,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
745,146,F.N,Lil Tjay,1685458,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill,melodic rap,nyc rap
746,147,21,Polo G,1683818,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
747,148,Tongue Tied,Grouplove,1671454,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3kVUvbeRdcrqQ3oHk5hPdx,indie pop,indie rock,indietronica
748,149,Señorita,Shawn Mendes,1660295,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,7n2wHs1TKAczGzO7Dd2rGr,canadian pop,pop,post-teen pop
749,150,When It Rains It Pours,Luke Combs,1656346,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,718COspgdWOnwOFpJHRZHS,contemporary country,,
750,151,Tonight (I Wish I Was Your Boy),The 1975,1654663,https://open.spotify.com/track/3AQrryq4mc956K3RtLZAFo,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3mIj9lX2MWuHmhNCA7LSCW,modern alternative rock,modern rock,nu gaze
751,152,bloody valentine,Machine Gun Kelly,1654458,https://open.spotify.com/track/1bWEngw5tAF7vWByrf5Oy5,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,
752,153,Going Bad (feat. Drake),Meek Mill,1653927,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,20sxb77xiYeusSH8cVdatc,hip hop,philly rap,pop rap
753,154,223's (feat. 9lokknine),YNW Melly,1652422,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
754,155,GIMMICK,Gunna,1649358,https://open.spotify.com/track/3IaxObCWKEaGtIT78GsEpP,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
755,156,7 rings,Ariana Grande,1642921,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,
756,157,Better Now,Post Malone,1638218,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
757,158,Trillionaire (feat. Youngboy Never Broke Again),Future,1637308,https://open.spotify.com/track/740kQ8xwSGloumdiKR5Cwz,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
758,159,Captain Hook,Megan Thee Stallion,1629728,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
759,160,CITY OF ANGELS,24kGoldn,1627788,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6fWVd57NKTalqvmjRd2t8Z,cali rap,,
760,161,Lean Wit Me,Juice WRLD,1626458,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
761,162,BELIEVE IT,PARTYNEXTDOOR,1615287,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2HPaUgqeutzr3jx5a9WyDV,pop,pop rap,r&b
762,163,IDK You Yet,Alexander 23,1608245,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6sFHvCyqklnJpXC9Nh1aag,alt z,electropop,indie cafe pop
763,164,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1604909,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,31W5EY0aAly4Qieq6OFu6I,melodic rap,pop rap,rap
764,165,PICK UP (feat. Quavo),DaBaby,1604138,https://open.spotify.com/track/5gNOINI5dXZVom2b36LMOd,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
765,166,Moonlight,XXXTENTACION,1602202,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,
766,167,Skechers,DripReport,1601436,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3O5HD95HTEPgoPFOjAb7yV,viral rap,,
767,168,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,1590602,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
768,169,Speechless,Dan + Shay,1585213,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
769,170,Congratulations,Post Malone,1584593,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
770,171,Martin & Gina,Polo G,1573397,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
771,172,This City,Sam Fischer,1570379,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6L1XC7NrmgWRlwAeLJvVtA,australian pop,pop,post-teen pop
772,173,Body Like A Back Road,Sam Hunt,1565946,https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2kucQ9jQwuD8jWdtR9Ef38,contemporary country,country pop,
773,174,FEIGNING,Gunna,1564678,https://open.spotify.com/track/7qaoXmlsSrndaQeDRPpOeW,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
774,175,Hate Me (with Juice WRLD),Ellie Goulding,1561714,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,0X2BH1fck6amBIoJhDVmmJ,dance pop,edm,electropop
775,176,Beer Can’t Fix,Thomas Rhett,1559917,https://open.spotify.com/track/7idmHTAQQPUFqdjXkoooXD,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6x2LnllRG5uGarZMsD4iO8,contemporary country,country,country road
776,177,Camelot,NLE Choppa,1557461,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,,
777,178,Maniac,Conan Gray,1553336,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
778,179,Are You Bored Yet? (feat. Clairo),Wallows,1544229,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,0NIPkIjTV8mB795yEIiPYL,indie pop,modern rock,pop
779,180,X (with KAROL G),Jonas Brothers,1543170,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,7gOdHgIoIKoe4i9Tta6qdD,boy band,dance pop,pop
780,181,Racks 2 Skinny,Migos,1541943,https://open.spotify.com/track/568OIKgeHyGRD3uWR44JbO,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6oMuImdp5ZcFhWP0ESe6mG,atl hip hop,hip hop,pop rap
781,182,Tequila,Dan + Shay,1539031,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
782,183,After Hours,The Weeknd,1528266,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
783,184,ADDYS (feat. Nechie),Gunna,1526518,https://open.spotify.com/track/3SGgeDQ3cAuNSFb03PjXtv,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
784,185,Without Me,Halsey,1524860,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,26VFTg2z8YR0cCuwLzESi2,dance pop,electropop,etherpop
785,186,I Love My Country,Florida Georgia Line,1523601,https://open.spotify.com/track/5blHL2xSCGv00fr1DGuvEf,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,3b8QkneNDz4JHKKKlLgYZg,contemporary country,country,country pop
786,187,Will - Remix,Joyner Lucas,1513668,https://open.spotify.com/track/6WI33r2QRxyxttn3KH0XkC,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6C1ohJrd5VydigQtaGy5Wa,boston hip hop,pop rap,rap
787,188,Go Crazy,Chris Brown,1512064,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
788,189,The London (feat. J. Cole & Travis Scott),Young Thug,1509655,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,50co4Is1HCEo8bhOyUWKpn,atl hip hop,atl trap,gangster rap
789,190,One Man Band,Old Dominion,1508945,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6y8XlgIV8BLlIg1tT1R10i,contemporary country,country,country road
790,191,Don't Stop Believin',Journey,1504322,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,0rvjqX7ttXeg3mTy8Xscbt,album rock,classic rock,hard rock
791,192,Happier,Marshmello,1503942,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
792,193,Breaking Me,Topic,1502248,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,0u6GtibW46tFX7koQ6uNJZ,dance pop,edm,german dance
793,194,Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,1502093,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
794,195,Beer Never Broke My Heart,Luke Combs,1497981,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,718COspgdWOnwOFpJHRZHS,contemporary country,,
795,196,Legends,Juice WRLD,1496245,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
796,197,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1495527,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,64M6ah0SkkRsnPGtGiRAbb,alt z,dance pop,electropop
797,198,Hurricane,Luke Combs,1495471,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,718COspgdWOnwOFpJHRZHS,contemporary country,,
798,199,No Role Modelz,J. Cole,1495066,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,regional-us-weekly-2020-05-22--2020-05-29.csv,May,2020-05-22,21,Top 200,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
