,Position,Track Name,Artist,Streams,URL,Filename,Month,Date,Week Number,Type,Artist ID,Genre 1,Genre 2,Genre 3
363,164,Physical,Dua Lipa,1618205,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
364,165,Hate Me (with Juice WRLD),Ellie Goulding,1614093,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,0X2BH1fck6amBIoJhDVmmJ,dance pop,edm,electropop
365,166,Recap (feat. Don Toliver),NAV,1612736,https://open.spotify.com/track/67LB1vZuG114LqRN8h8bQ2,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,7rkW85dBwwrJtlHRDkJDAC,canadian hip hop,hip hop,melodic rap
366,167,Señorita,Shawn Mendes,1607329,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,7n2wHs1TKAczGzO7Dd2rGr,canadian pop,pop,post-teen pop
367,168,No Debate (feat. Young Thug),NAV,1604452,https://open.spotify.com/track/29eSqQBrdva2tPLYMneFzP,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,7rkW85dBwwrJtlHRDkJDAC,canadian hip hop,hip hop,melodic rap
368,169,Si Veo a Tu Mamá,Bad Bunny,1602119,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
369,170,7 rings,Ariana Grande,1597459,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,
370,171,Commercial (feat. Lil Uzi Vert),Lil Baby,1589993,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
371,172,Better Now,Post Malone,1588192,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
372,173,Camelot,NLE Choppa,1587195,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,,
373,174,BENDICIONES,Bad Bunny,1577238,https://open.spotify.com/track/2CoMYp2uIKsT09nreEZnZn,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
374,175,Captain Hook,Megan Thee Stallion,1568366,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
375,176,Moonlight,XXXTENTACION,1563778,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,
376,177,Tongue Tied,Grouplove,1559464,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,3kVUvbeRdcrqQ3oHk5hPdx,indie pop,indie rock,indietronica
377,178,Make No Sense,YoungBoy Never Broke Again,1556116,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap,trap,
378,179,Without Me,Halsey,1555281,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,26VFTg2z8YR0cCuwLzESi2,dance pop,electropop,etherpop
379,180,JUMP (feat. YoungBoy Never Broke Again),DaBaby,1553424,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
380,181,Speechless,Dan + Shay,1547870,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
381,182,Maniac,Conan Gray,1545730,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
382,183,Legends,Juice WRLD,1543966,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
383,184,Bad News,Kehlani,1528352,https://open.spotify.com/track/1Fraz3CzCuOULnToogIwWW,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,0cGUm45nv7Z6M6qdXYQGTX,dance pop,pop,pop rap
384,185,Taco Tuesday,Migos,1518164,https://open.spotify.com/track/2b1yiFEFZYuvlBnClvNJHP,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,6oMuImdp5ZcFhWP0ESe6mG,atl hip hop,hip hop,pop rap
385,186,Landed,Drake,1506391,https://open.spotify.com/track/3KixNgUEaDtrKJVzdqjU5q,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
386,187,Baby (Lil Baby feat. DaBaby),Quality Control,1502770,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,6i392l38cR3uBPF0DbNs7S,hip hop,melodic rap,pop rap
387,188,B.S. (feat. H.E.R.),Jhené Aiko,1499925,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,5ZS223C6JyBfXasXxrRqOk,alternative r&b,dance pop,pop
388,189,Eastside (with Halsey & Khalid),benny blanco,1497243,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,5CiGnKThu5ctn9pBxv7DGa,electropop,pop,pop rap
389,190,Stuck In A Dream (feat. Gunna),Lil Mosey,1492347,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
390,191,ocean eyes,Billie Eilish,1490295,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
391,192,La Difícil,Bad Bunny,1485789,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
392,193,Are You Bored Yet? (feat. Clairo),Wallows,1485552,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,0NIPkIjTV8mB795yEIiPYL,indie pop,modern rock,pop
393,194,When It Rains It Pours,Luke Combs,1483105,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,718COspgdWOnwOFpJHRZHS,contemporary country,,
394,195,The London (feat. J. Cole & Travis Scott),Young Thug,1482889,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,50co4Is1HCEo8bhOyUWKpn,atl hip hop,atl trap,gangster rap
395,196,One Man Band,Old Dominion,1482288,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,6y8XlgIV8BLlIg1tT1R10i,contemporary country,country,country road
396,197,STARGAZING,Travis Scott,1474274,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
397,198,Tequila,Dan + Shay,1473355,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
398,199,Lalala,Y2K,1461843,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,6USMTwO0MNDnKte5a5h0xx,pop rap,,
399,200,Costa Rica,Bankrol Hayden,1460877,https://open.spotify.com/track/2iObjOsy2vpsariW4Y7hQg,regional-us-weekly-2020-05-08--2020-05-15.csv,May,2020-05-08,19,Top 200,0Yr4BBpK2dkCp2UsrJ9LZN,melodic rap,sad rap,
400,1,ROCKSTAR (feat. Roddy Ricch),DaBaby,12175320,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
401,2,THE SCOTTS,THE SCOTTS,9458216,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,2PaZWGu5T5nHjY2xxAkFsT,unspecified,,
402,3,Blueberry Faygo,Lil Mosey,8153838,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
403,4,Blinding Lights,The Weeknd,7752167,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
404,5,Toosie Slide,Drake,7186601,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
405,6,GOOBA,6ix9ine,6798540,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,7gZfnEnfiaHzxARJ2LeXrf,emo rap,,
406,7,The Box,Roddy Ricch,6762054,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
407,8,Party Girl,StaySolidRocky,6014642,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1XLWox9w1Yvbodui0SRhUQ,melodic rap,,
408,9,Roses - Imanbek Remix,SAINt JHN,5983552,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
409,10,Stuck with U (with Justin Bieber),Ariana Grande,5952929,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,
410,11,WHATS POPPIN,Jack Harlow,5833180,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
411,12,Savage Remix (feat. Beyoncé),Megan Thee Stallion,5811822,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
412,13,Life Is Good (feat. Drake),Future,5474055,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
413,14,Solitaires (feat. Travis Scott),Future,5260360,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
414,15,After Party,Don Toliver,5222251,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4Gso3d4CscCijv0lmajZWs,rap,trap,
415,16,Righteous,Juice WRLD,5102382,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
416,17,death bed (coffee for your head),Powfu,4780384,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
417,18,Walk Em Down (feat. Roddy Ricch),NLE Choppa,4731057,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,,
418,19,Say So (feat. Nicki Minaj),Doja Cat,4640701,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
419,20,Sunday Best,Surfaces,4622336,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,
420,21,Circles,Post Malone,4562227,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
421,22,Intentions (feat. Quavo),Justin Bieber,4405412,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
422,23,Don't Start Now,Dua Lipa,4374808,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
423,24,Flex (feat. Juice WRLD),Polo G,4350759,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
424,25,Chicago Freestyle (feat. Giveon),Drake,4217844,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
425,26,Say So,Doja Cat,4094429,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
426,27,Adore You,Harry Styles,4071140,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
427,28,Supalonely,BENEE,4047962,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0Cp8WN4V8Tu4QJQwCN5Md4,alt z,nz pop,pop
428,29,All Bad (feat. Lil Uzi Vert),Future,4002696,https://open.spotify.com/track/021lWIHJrURZrmvYQ1xcM8,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
429,30,ROXANNE,Arizona Zervas,3906973,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
430,31,Falling,Trevor Daniel,3881594,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,7uaIm6Pw7xplS8Dy06V6pT,alternative r&b,melodic rap,pop rap
431,32,Be Kind (with Halsey),Marshmello,3853364,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
432,33,goosebumps,Travis Scott,3576496,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
433,34,High Fashion (feat. Mustard),Roddy Ricch,3569834,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
434,35,Trillionaire (feat. Youngboy Never Broke Again),Future,3566915,https://open.spotify.com/track/740kQ8xwSGloumdiKR5Cwz,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
435,36,Play Date,Melanie Martinez,3507417,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,63yrD80RY3RNEM2YDpUpO8,alt z,dance pop,electropop
436,37,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3487939,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
437,38,Go Stupid,Polo G,3446909,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
438,39,Break My Heart,Dua Lipa,3443529,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
439,40,HIGHEST IN THE ROOM,Travis Scott,3427178,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
440,41,Turks (with Gunna & ft. Travis Scott),NAV,3388539,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,7rkW85dBwwrJtlHRDkJDAC,canadian hip hop,hip hop,melodic rap
441,42,Ballin' (with Roddy Ricch),Mustard,3294816,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0YinUQ50QDB7ZxSCLyQ40k,cali rap,hip hop,pop rap
442,43,SICKO MODE,Travis Scott,3230214,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
443,44,Myron,Lil Uzi Vert,3229074,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
444,45,Lucid Dreams,Juice WRLD,3186132,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
445,46,hot girl bummer,blackbear,3181504,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,2cFrymmkijnjDg9SS92EPM,electropop,pop,pop rap
446,47,Lose Somebody,Kygo,3126839,https://open.spotify.com/track/7xbWAw3LMgRMn4omR5yVn3,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,23fqKkggKUBHNkbKtXEls4,edm,pop,pop dance
447,48,P2,Lil Uzi Vert,3126104,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
448,49,Savage,Megan Thee Stallion,3101920,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
449,50,Someone You Loved,Lewis Capaldi,3097670,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,
450,51,Be Something (feat. Lil Baby),Polo G,3089825,https://open.spotify.com/track/65jw6GhwQW3Db55PxlPEpS,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
451,52,Boss Bitch,Doja Cat,2955977,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
452,53,PTSD,G Herbo,2903145,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,5QdEbQJ3ylBnc3gsIASAT5,chicago drill,chicago rap,drill
453,54,ily (i love you baby) (feat. Emilee),Surf Mesa,2900249,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
454,55,Daisies,Katy Perry,2889822,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6jJ0s89eD6GaHleKKya26X,dance pop,pop,post-teen pop
455,56,Godzilla (feat. Juice WRLD),Eminem,2885164,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,7dGJo4pcD2V6oG8kP0tJRR,detroit hip hop,hip hop,rap
456,57,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2789442,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
457,58,If the World Was Ending - feat. Julia Michaels,JP Saxe,2785975,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
458,59,Dance Monkey,Tones And I,2770708,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,2NjfBq1NflQcKSeiDooVjY,australian pop,pop,
459,60,BOP,DaBaby,2761412,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
460,61,Watermelon Sugar,Harry Styles,2757401,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
461,62,Pain 1993 (with Playboi Carti),Drake,2739741,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
462,63,Robbery,Juice WRLD,2715926,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
463,64,In Your Eyes,The Weeknd,2667872,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
464,65,Yo Perreo Sola,Bad Bunny,2666961,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,regional-us-weekly-2020-05-15--2020-05-22.csv,May,2020-05-15,20,Top 200,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
