,Position,Track Name,Artist,URL,Filename,Unnamed: 0,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
62,13,Texas Sun,Khruangbin,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw,jan_viral_50.csv,12.0,January,,Viral 50,,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
63,14,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,jan_viral_50.csv,13.0,January,,Viral 50,,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
64,15,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,jan_viral_50.csv,14.0,January,,Viral 50,,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
65,16,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,jan_viral_50.csv,15.0,January,,Viral 50,,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
66,17,My Oh My (feat. DaBaby),Camila Cabello,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,jan_viral_50.csv,16.0,January,,Viral 50,,4nDoRrQiYLoBzwC5BhVJzF,dance pop,electropop,pop
67,18,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,jan_viral_50.csv,17.0,January,,Viral 50,,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
68,19,The Mandalorian,Ludwig Goransson,https://open.spotify.com/track/6tJFtthY0rI1x06qb8NjK0,jan_viral_50.csv,18.0,January,,Viral 50,,24eDfi2MSYo3A87hCcgpIL,nordic soundtrack,scorecore,soundtrack
69,20,In The Party,Flo Milli,https://open.spotify.com/track/2JF8KwK1hH7MWxKcFdTlcg,jan_viral_50.csv,19.0,January,,Viral 50,,08PvCOlef4xdOr20jFSTPd,dance pop,pop,pop rap
70,21,Maniac,Conan Gray,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,jan_viral_50.csv,20.0,January,,Viral 50,,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
71,22,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,jan_viral_50.csv,21.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
72,23,"I Think I Kinda, You Know - Duet",Olivia Rodrigo,https://open.spotify.com/track/2UVrIJBJVRPN9UgzShCJ5c,jan_viral_50.csv,22.0,January,,Viral 50,,1McMsnEElThX1knmY4oliG,pop,post-teen pop,
73,24,B*tch From Da Souf (Remix),Mulatto,https://open.spotify.com/track/2zUbimuKNWDMCwbqNauLWV,jan_viral_50.csv,23.0,January,,Viral 50,,3MdXrJWsbVzdn6fe5JYkSQ,pop,pop r&b,r&b
74,25,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,jan_viral_50.csv,24.0,January,,Viral 50,,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
75,26,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,jan_viral_50.csv,25.0,January,,Viral 50,,1Bl6wpkWCQ4KVgnASpvzzA,boy band,hip hop,rap
76,27,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,jan_viral_50.csv,26.0,January,,Viral 50,,790FomKkXshlbRYZFtlgla,latin,reggaeton,reggaeton colombiano
77,28,10%,KAYTRANADA,https://open.spotify.com/track/41SwdQIX8Hy2u6fuEDgvWr,jan_viral_50.csv,27.0,January,,Viral 50,,6qgnBH6iDM91ipVXv28OMu,escape room,indie soul,lgbtq+ hip hop
78,29,The Mop,TisaKorean,https://open.spotify.com/track/3osCREknZZMgitJFD4lECG,jan_viral_50.csv,28.0,January,,Viral 50,,6lEhBhAv6HOopjXssi09cq,houston rap,viral rap,
79,30,Don't Start Now,Dua Lipa,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,jan_viral_50.csv,29.0,January,,Viral 50,,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
80,31,Heart On Ice,Rod Wave,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,jan_viral_50.csv,30.0,January,,Viral 50,,45TgXXqMDdF8BkjA83OM7z,florida rap,,
81,32,ORANGE SODA,Baby Keem,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,jan_viral_50.csv,31.0,January,,Viral 50,,5SXuuuRpukkTvsLuUknva1,hip hop,rap,trap
82,33,Peta (feat. Meek Mill),Roddy Ricch,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,jan_viral_50.csv,32.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
83,34,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,jan_viral_50.csv,33.0,January,,Viral 50,,2NjfBq1NflQcKSeiDooVjY,australian pop,pop,
84,35,Let Me Know (I Wonder Why Freestyle),Juice WRLD,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,jan_viral_50.csv,34.0,January,,Viral 50,,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
85,36,everything i wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,jan_viral_50.csv,35.0,January,,Viral 50,,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
86,37,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,jan_viral_50.csv,36.0,January,,Viral 50,,5LHRHt1k9lMyONurDHEdrp,dance pop,hip hop,pop rap
87,38,Yellow Hearts,Ant Saunders,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,jan_viral_50.csv,37.0,January,,Viral 50,,4jpsw9CQS439N0B7SecMgf,chill r&b,pop,
88,39,Popular Monster,Falling In Reverse,https://open.spotify.com/track/4GssB27iJeqmfGxS94Tfij,jan_viral_50.csv,38.0,January,,Viral 50,,2CmaKO2zEGJ1NWpS1yfVGz,metalcore,modern rock,pop punk
89,40,Ballin' (with Roddy Ricch),Mustard,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,jan_viral_50.csv,39.0,January,,Viral 50,,0YinUQ50QDB7ZxSCLyQ40k,cali rap,hip hop,pop rap
90,41,Birthday Suit,Cosmo Sheldrake,https://open.spotify.com/track/5feuWfAXA4rEKH9pXCjOV2,jan_viral_50.csv,40.0,January,,Viral 50,,6hV6oxGLeLFw17DGjIPkYD,uk pop,,
91,42,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,https://open.spotify.com/track/5FmvaZGd6fulojSToozLRD,jan_viral_50.csv,41.0,January,,Viral 50,,4SbuhLih8eWLmqFzzmM3AK,contemporary country,,
92,43,We Are Not the Same,Young Roc,https://open.spotify.com/track/0ThoRrB0xQHnBRcosHoYFW,jan_viral_50.csv,42.0,January,,Viral 50,,5ycH6CkEItjfS7VPVNg5kQ,,,
93,44,Y U Gotta B Like That,Audrey Mika,https://open.spotify.com/track/45StvejYUdIsyUwqdZ7iJM,jan_viral_50.csv,43.0,January,,Viral 50,,3JDG63cSaK3xgDnB2H55Xp,alt z,chill r&b,
94,45,BOP,DaBaby,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,jan_viral_50.csv,44.0,January,,Viral 50,,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
95,46,"Hey Boy, Hey Girl",Upchurch,https://open.spotify.com/track/47f6eZgviwSZciXGv2iWYg,jan_viral_50.csv,45.0,January,,Viral 50,,2pSObt5Fk8izuX8ZfI3jRn,contemporary country,country rap,redneck
96,47,stupid,Tate McRae,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi,jan_viral_50.csv,46.0,January,,Viral 50,,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
97,48,More Hearts Than Mine,Ingrid Andress,https://open.spotify.com/track/0LcspVKJxhEQQSvVMiTPWz,jan_viral_50.csv,47.0,January,,Viral 50,,0jPnVIasXzBYjrlpO5irii,contemporary country,country pop,
98,49,Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,https://open.spotify.com/track/6In6SkveIw26thdYRhHTVX,jan_viral_50.csv,48.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
99,50,RITMO (Bad Boys For Life),Black Eyed Peas,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,jan_viral_50.csv,49.0,January,,Viral 50,,1yxSLGMDHlW21z4YXirZDS,dance pop,pop,pop rap
100,1,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,jan_viral_50.csv,0.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
101,2,My Truck,BRELAND,https://open.spotify.com/track/1mpD5ioZ9479I6CuKxn3K9,jan_viral_50.csv,1.0,January,,Viral 50,,0C86lmpnwiyLDUiyo4d0P1,,,
102,3,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,jan_viral_50.csv,2.0,January,,Viral 50,,1McMsnEElThX1knmY4oliG,pop,post-teen pop,
103,4,Kraazy,Likybo,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D,jan_viral_50.csv,3.0,January,,Viral 50,,16Nc36xAtNyQ7BMBcDsaLv,cali rap,,
104,5,Break My Stride,Matthew Wilder,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,jan_viral_50.csv,4.0,January,,Viral 50,,3bmFPbLMiLxtR9tFrTcKcP,new wave pop,,
105,6,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,jan_viral_50.csv,5.0,January,,Viral 50,,5TbLOwv8BNnik3f03NZJlt,meme rap,sad rap,vapor trap
106,7,Opaul,Freddie Dredd,https://open.spotify.com/track/4areFtLMjGt4GmO4IAbGo0,jan_viral_50.csv,6.0,January,,Viral 50,,0dlDsD7y6ccmDm8tuWCU6F,dark trap,meme rap,phonk
107,8,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,jan_viral_50.csv,7.0,January,,Viral 50,,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
108,9,Nobody But You (Duet with Gwen Stefani),Blake Shelton,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,jan_viral_50.csv,8.0,January,,Viral 50,,1UTPBmNbXNTittyMJrNkvw,contemporary country,country,country road
109,10,OUT WEST (feat. Young Thug),JACKBOYS,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,jan_viral_50.csv,9.0,January,,Viral 50,,7A8S43ryYdbWpJKeHRZRcq,rap,trap,
110,11,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,jan_viral_50.csv,10.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
111,12,Just the Way,Parmalee,https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D,jan_viral_50.csv,11.0,January,,Viral 50,,4TshyQDihSYXSWqvclXl3I,contemporary country,country,country pop
112,13,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,jan_viral_50.csv,12.0,January,,Viral 50,,1Bl6wpkWCQ4KVgnASpvzzA,boy band,hip hop,rap
113,14,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,jan_viral_50.csv,13.0,January,,Viral 50,,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
114,15,"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/6GfTYfb5eBLN1p1ByOsPmi,jan_viral_50.csv,14.0,January,,Viral 50,,1McMsnEElThX1knmY4oliG,pop,post-teen pop,
115,16,Something For Your M.I.N.D.,Superorganism,https://open.spotify.com/track/4rCKRVJZKVysScn2piDuOT,jan_viral_50.csv,15.0,January,,Viral 50,,0Wkm45quqfx3NepJpXDvwE,art pop,,
116,17,Crunk Ain't Dead,Duke Deuce,https://open.spotify.com/track/4RsTfAuTiUyL7GKGPiNC0w,jan_viral_50.csv,16.0,January,,Viral 50,,24zj84GShUIcBQYq6VpOYW,atl trap,memphis hip hop,trap
117,18,When There Was Me and You,Joshua Bassett,https://open.spotify.com/track/0vS9Gkt1dAT2PBBiaPqcA4,jan_viral_50.csv,17.0,January,,Viral 50,,1YWJ1WjMkBCB1X3QOJ1Wdn,social media pop,,
118,19,Finally // beautiful stranger,Halsey,https://open.spotify.com/track/42SOtYBdnfj9zEdZSlAq5k,jan_viral_50.csv,18.0,January,,Viral 50,,26VFTg2z8YR0cCuwLzESi2,dance pop,electropop,etherpop
119,20,Colors,Black Pumas,https://open.spotify.com/track/6vaSStNN5NX4nJ4QbRY3S0,jan_viral_50.csv,19.0,January,,Viral 50,,6eU0jV2eEZ8XTM7EmlguK6,retro soul,,
120,21,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,jan_viral_50.csv,20.0,January,,Viral 50,,790FomKkXshlbRYZFtlgla,latin,reggaeton,reggaeton colombiano
121,22,What Dreams Are Made Of,Evann McIntosh,https://open.spotify.com/track/6o7cIyzsfSmcMEuQZQINGH,jan_viral_50.csv,21.0,January,,Viral 50,,2YSzmcSn7vQaFiB2B5LpCB,indie cafe pop,,
122,23,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,jan_viral_50.csv,22.0,January,,Viral 50,,7uaIm6Pw7xplS8Dy06V6pT,alternative r&b,melodic rap,pop rap
123,24,Texas Sun,Khruangbin,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw,jan_viral_50.csv,23.0,January,,Viral 50,,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
124,25,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,jan_viral_50.csv,24.0,January,,Viral 50,,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
125,26,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,jan_viral_50.csv,25.0,January,,Viral 50,,4Gso3d4CscCijv0lmajZWs,rap,trap,
126,27,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,jan_viral_50.csv,26.0,January,,Viral 50,,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
127,28,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,jan_viral_50.csv,27.0,January,,Viral 50,,5LHRHt1k9lMyONurDHEdrp,dance pop,hip hop,pop rap
128,29,FML,Arizona Zervas,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,jan_viral_50.csv,28.0,January,,Viral 50,,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
129,30,Let Her Go,The Kid LAROI,https://open.spotify.com/track/0c6SqvH32BMgbEFvpHc2gs,jan_viral_50.csv,29.0,January,,Viral 50,,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,,
130,31,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",Cast of High School Musical: The Musical: The Series,https://open.spotify.com/track/68Q2XfjYwOTdIlLhnfeXib,jan_viral_50.csv,30.0,January,,Viral 50,,1YWJ1WjMkBCB1X3QOJ1Wdn,social media pop,,
131,32,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,jan_viral_50.csv,31.0,January,,Viral 50,,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
132,33,THOT!,TOKYO’S REVENGE,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM,jan_viral_50.csv,32.0,January,,Viral 50,,5TbLOwv8BNnik3f03NZJlt,meme rap,sad rap,vapor trap
133,34,stupid,Tate McRae,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi,jan_viral_50.csv,33.0,January,,Viral 50,,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
134,35,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,jan_viral_50.csv,34.0,January,,Viral 50,,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
135,36,PINOCCHIO,Ron Suno,https://open.spotify.com/track/5GO45r4u84nc3QvdoVw4YP,jan_viral_50.csv,35.0,January,,Viral 50,,3A63dHvKuavknOcvWVgZA9,new york drill,,
136,37,Sigues Con El,Dímelo Flow,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,jan_viral_50.csv,36.0,January,,Viral 50,,3fZk3Gm5dN5v5yfYMQ04Bx,latin,reggaeton,reggaeton flow
137,38,Holy Water,We The Kingdom,https://open.spotify.com/track/1xI9KSGNJB2eka8FMvovvi,jan_viral_50.csv,37.0,January,,Viral 50,,5Ye2QWN2Wl9zTn947eaest,anthem worship,ccm,
138,39,Trying My Best,Anson Seabra,https://open.spotify.com/track/06qUEhhx6jKQmhj2qAkn4H,jan_viral_50.csv,38.0,January,,Viral 50,,2jHp7gQArCQrlMvdrIVFCg,alt z,indie cafe pop,pop
139,40,BOYFREN,LoveLeo,https://open.spotify.com/track/3WmgMoWZ1E5yNyn2aUzWAr,jan_viral_50.csv,39.0,January,,Viral 50,,0JDVDA5aG4Y2wXylqghzC6,modern indie pop,,
140,41,Amor Tumbado,Natanael Cano,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj,jan_viral_50.csv,40.0,January,,Viral 50,,0elWFr7TW8piilVRYJUe4P,corrido,corridos tumbados,nuevo regional mexicano
141,42,Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,jan_viral_50.csv,41.0,January,,Viral 50,,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,
142,43,Way Maker - Live,Leeland,https://open.spotify.com/track/40ozK0lCJ0EQzVGWsCNUhk,jan_viral_50.csv,42.0,January,,Viral 50,,6j1fmLreVuAay7k6Gudfa2,anthem worship,ccm,christian alternative rock
143,44,Psycho,Red Velvet,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,jan_viral_50.csv,43.0,January,,Viral 50,,1z4g3DjTBBZKhvAroFlhOM,k-pop,k-pop girl group,
144,45,Had Enough (feat. Quavo & Offset),Don Toliver,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,jan_viral_50.csv,44.0,January,,Viral 50,,4Gso3d4CscCijv0lmajZWs,rap,trap,
145,46,ORANGE SODA,Baby Keem,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,jan_viral_50.csv,45.0,January,,Viral 50,,5SXuuuRpukkTvsLuUknva1,hip hop,rap,trap
146,47,Futsal Shuffle 2020,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,jan_viral_50.csv,46.0,January,,Viral 50,,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
147,48,Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,jan_viral_50.csv,47.0,January,,Viral 50,,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
148,49,Glitter,BENEE,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY,jan_viral_50.csv,48.0,January,,Viral 50,,0Cp8WN4V8Tu4QJQwCN5Md4,alt z,nz pop,pop
149,50,Don't Start Now,Dua Lipa,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,jan_viral_50.csv,49.0,January,,Viral 50,,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
150,1,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,jan_viral_50.csv,0.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
151,2,Burberry faygo,Lil Adrei,https://open.spotify.com/track/3B36YnwXzR3VKm4hHYmGtr,jan_viral_50.csv,1.0,January,,Viral 50,,4Ywiqc8KxAECFoOWWAYry4,,,
152,3,Kraazy,Likybo,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D,jan_viral_50.csv,2.0,January,,Viral 50,,16Nc36xAtNyQ7BMBcDsaLv,cali rap,,
153,4,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,jan_viral_50.csv,3.0,January,,Viral 50,,1McMsnEElThX1knmY4oliG,pop,post-teen pop,
154,5,GOODMORNINGTOKYO!,TOKYO’S REVENGE,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,jan_viral_50.csv,4.0,January,,Viral 50,,5TbLOwv8BNnik3f03NZJlt,meme rap,sad rap,vapor trap
155,6,"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,https://open.spotify.com/track/6GfTYfb5eBLN1p1ByOsPmi,jan_viral_50.csv,5.0,January,,Viral 50,,1McMsnEElThX1knmY4oliG,pop,post-teen pop,
156,7,When There Was Me and You,Joshua Bassett,https://open.spotify.com/track/0vS9Gkt1dAT2PBBiaPqcA4,jan_viral_50.csv,6.0,January,,Viral 50,,1YWJ1WjMkBCB1X3QOJ1Wdn,social media pop,,
157,8,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,jan_viral_50.csv,7.0,January,,Viral 50,,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
158,9,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,jan_viral_50.csv,8.0,January,,Viral 50,,1Bl6wpkWCQ4KVgnASpvzzA,boy band,hip hop,rap
159,10,Crunk Ain't Dead,Duke Deuce,https://open.spotify.com/track/4RsTfAuTiUyL7GKGPiNC0w,jan_viral_50.csv,9.0,January,,Viral 50,,24zj84GShUIcBQYq6VpOYW,atl trap,memphis hip hop,trap
160,11,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,jan_viral_50.csv,10.0,January,,Viral 50,,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
161,12,High Fashion (feat. Mustard),Roddy Ricch,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,jan_viral_50.csv,11.0,January,,Viral 50,,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
162,13,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,jan_viral_50.csv,12.0,January,,Viral 50,,4Gso3d4CscCijv0lmajZWs,rap,trap,
163,14,BOYFREN,LoveLeo,https://open.spotify.com/track/3WmgMoWZ1E5yNyn2aUzWAr,jan_viral_50.csv,13.0,January,,Viral 50,,0JDVDA5aG4Y2wXylqghzC6,modern indie pop,,
164,15,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,jan_viral_50.csv,14.0,January,,Viral 50,,5LHRHt1k9lMyONurDHEdrp,dance pop,hip hop,pop rap
165,16,Something For Your M.I.N.D.,Superorganism,https://open.spotify.com/track/4rCKRVJZKVysScn2piDuOT,jan_viral_50.csv,15.0,January,,Viral 50,,0Wkm45quqfx3NepJpXDvwE,art pop,,
166,17,THOT!,TOKYO’S REVENGE,https://open.spotify.com/track/2St8HeG23Nzp4NYaWTNtuM,jan_viral_50.csv,16.0,January,,Viral 50,,5TbLOwv8BNnik3f03NZJlt,meme rap,sad rap,vapor trap
167,18,Nobody But You (Duet with Gwen Stefani),Blake Shelton,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,jan_viral_50.csv,17.0,January,,Viral 50,,1UTPBmNbXNTittyMJrNkvw,contemporary country,country,country road
168,19,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,jan_viral_50.csv,18.0,January,,Viral 50,,7uaIm6Pw7xplS8Dy06V6pT,alternative r&b,melodic rap,pop rap
169,20,Break My Stride,Matthew Wilder,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,jan_viral_50.csv,19.0,January,,Viral 50,,3bmFPbLMiLxtR9tFrTcKcP,new wave pop,,
170,21,If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,jan_viral_50.csv,20.0,January,,Viral 50,,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
171,22,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",Cast of High School Musical: The Musical: The Series,https://open.spotify.com/track/68Q2XfjYwOTdIlLhnfeXib,jan_viral_50.csv,21.0,January,,Viral 50,,1YWJ1WjMkBCB1X3QOJ1Wdn,social media pop,,
172,23,"A Billion Sorrys - From ""High School Musical: The Musical: The Series""",Matt Cornett,https://open.spotify.com/track/1JPdBe0e4Htlm3ZnUMDwbW,jan_viral_50.csv,22.0,January,,Viral 50,,61lrTfBVPrE3DOTu9MGmhQ,,,
173,24,FML,Arizona Zervas,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,jan_viral_50.csv,23.0,January,,Viral 50,,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
174,25,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,jan_viral_50.csv,24.0,January,,Viral 50,,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
175,26,Trying My Best,Anson Seabra,https://open.spotify.com/track/06qUEhhx6jKQmhj2qAkn4H,jan_viral_50.csv,25.0,January,,Viral 50,,2jHp7gQArCQrlMvdrIVFCg,alt z,indie cafe pop,pop
176,27,Futsal Shuffle 2020,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,jan_viral_50.csv,26.0,January,,Viral 50,,4O15NlyKLIASxsJ0PrXPfz,melodic rap,philly rap,rap
177,28,Somebody Like That,Tenille Arts,https://open.spotify.com/track/62SvLj5dBDI9Ee3eBA0BxL,jan_viral_50.csv,27.0,January,,Viral 50,,0gSAxSvAApQc71cTpoXDFu,canadian contemporary country,contemporary country,country pop
178,29,Texas Sun,Khruangbin,https://open.spotify.com/track/3k5oLgungD1dSOGLqQdIQw,jan_viral_50.csv,28.0,January,,Viral 50,,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
179,30,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,jan_viral_50.csv,29.0,January,,Viral 50,,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
180,31,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,jan_viral_50.csv,30.0,January,,Viral 50,,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
181,32,Just the Way,Parmalee,https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D,jan_viral_50.csv,31.0,January,,Viral 50,,4TshyQDihSYXSWqvclXl3I,contemporary country,country,country pop
