,Unnamed: 0,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
10,10,11,Ballin' (with Roddy Ricch),Mustard,6166618,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0YinUQ50QDB7ZxSCLyQ40k,cali rap,hip hop,pop rap
11,11,12,Blinding Lights,The Weeknd,6093807,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
12,12,13,Adore You,Harry Styles,5918797,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
13,13,14,Suicidal,YNW Melly,5880355,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
14,14,15,My Oh My (feat. DaBaby),Camila Cabello,5680153,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4nDoRrQiYLoBzwC5BhVJzF,dance pop,electropop,pop
15,15,16,Don't Start Now,Dua Lipa,5216621,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6M2wZ9GZgrQXHCFfjv46we,dance pop,pop,uk pop
16,16,17,No Idea,Don Toliver,4922350,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4Gso3d4CscCijv0lmajZWs,rap,trap,
17,17,18,hot girl bummer,blackbear,4897726,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,2cFrymmkijnjDg9SS92EPM,electropop,pop,pop rap
18,18,19,VIBEZ,DaBaby,4809631,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
19,19,20,Watermelon Sugar,Harry Styles,4793358,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
20,20,21,Heartless,The Weeknd,4784585,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
21,21,22,OUT WEST (feat. Young Thug),JACKBOYS,4750318,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7A8S43ryYdbWpJKeHRZRcq,rap,trap,
22,22,23,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4700611,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
23,23,24,HIGHEST IN THE ROOM,Travis Scott,4640947,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
24,24,25,Someone You Loved,Lewis Capaldi,4604720,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,
25,25,26,Woah,Lil Baby,4528520,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
26,26,27,Memories,Maroon 5,4510361,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,04gDigrS5kc9YWfZHwBETP,pop,pop rock,
27,27,28,Lose You To Love Me,Selena Gomez,4291918,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0C8ZW7ezQVs4URX5aX7Kqx,dance pop,pop,post-teen pop
28,28,29,SUGAR,BROCKHAMPTON,4290774,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1Bl6wpkWCQ4KVgnASpvzzA,boy band,hip hop,rap
29,29,30,Lucid Dreams,Juice WRLD,4068069,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
30,30,31,Suge,DaBaby,4012729,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
31,31,32,Say So,Doja Cat,3895584,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
32,32,33,Robbery,Juice WRLD,3857669,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
33,33,34,bad guy,Billie Eilish,3830917,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
34,34,35,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,3735347,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7A8S43ryYdbWpJKeHRZRcq,rap,trap,
35,35,36,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,3695717,https://open.spotify.com/track/7ntUbTIwmwOD6ygCMRZT6e,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6vXTefBL93Dj5IqAWq6OTv,hip hop,pop rap,rap
36,36,37,Ransom,Lil Tecca,3657828,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap,rap,trap
37,37,38,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,3492249,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
38,38,39,Truth Hurts,Lizzo,3433280,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,56oDRnqbIiwx4mymNEv7dS,dance pop,escape room,minnesota hip hop
39,39,40,223's (feat. 9lokknine),YNW Melly,3424197,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
40,40,41,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,3421786,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,50co4Is1HCEo8bhOyUWKpn,atl hip hop,atl trap,gangster rap
41,41,42,Falling,Harry Styles,3415708,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
42,42,43,"10,000 Hours (with Justin Bieber)",Dan + Shay,3355067,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7z5WFjZAIYejWy0NI5lv4T,contemporary country,country,pop
43,43,44,Stuck In A Dream (feat. Gunna),Lil Mosey,3316362,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
44,44,45,Money In The Grave (Drake ft. Rick Ross),Drake,3314636,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
45,45,46,Señorita,Shawn Mendes,3289924,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7n2wHs1TKAczGzO7Dd2rGr,canadian pop,pop,post-teen pop
46,46,47,Goodbyes (Feat. Young Thug),Post Malone,3266958,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
47,47,48,No Guidance (feat. Drake),Chris Brown,3216358,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
48,48,49,Death,Trippie Redd,3176458,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6Xgp2XMz1fhVYe7i6yNAax,melodic rap,rap,trap
49,49,50,Start Wit Me (feat. Gunna),Roddy Ricch,3156095,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
50,50,51,MIDDLE CHILD,J. Cole,3031578,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,hip hop,north carolina hip hop
51,51,52,Wow.,Post Malone,3020295,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
52,52,53,Yellow Hearts,Ant Saunders,3019176,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4jpsw9CQS439N0B7SecMgf,chill r&b,pop,
53,53,54,Had Enough (feat. Quavo & Offset),Don Toliver,3012901,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4Gso3d4CscCijv0lmajZWs,rap,trap,
54,54,55,Make No Sense,YoungBoy Never Broke Again,2938857,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7wlFDEWiM5OoIAt8RSli8b,baton rouge rap,trap,
55,55,56,July,Noah Cyrus,2876332,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,55fhWPvDiMpLnE4ZzNXZyW,alt z,dance pop,pop
56,56,57,ORANGE SODA,Baby Keem,2862847,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5SXuuuRpukkTvsLuUknva1,hip hop,rap,trap
57,57,58,GOODMORNINGTOKYO!,TOKYO’S REVENGE,2824898,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5TbLOwv8BNnik3f03NZJlt,meme rap,sad rap,vapor trap
58,58,59,Camelot,NLE Choppa,2803556,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,,
59,59,60,when the party's over,Billie Eilish,2797897,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
60,60,61,Peta (feat. Meek Mill),Roddy Ricch,2797486,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
61,61,62,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,2765353,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
62,62,63,High Fashion (feat. Mustard),Roddy Ricch,2733491,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
63,63,64,All Girls Are The Same,Juice WRLD,2717356,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
64,64,65,Tusa,KAROL G,2672855,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,790FomKkXshlbRYZFtlgla,latin,reggaeton,reggaeton colombiano
65,65,66,Lights Up,Harry Styles,2641202,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
66,66,67,Baby (Lil Baby feat. DaBaby),Quality Control,2630443,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6i392l38cR3uBPF0DbNs7S,hip hop,melodic rap,pop rap
67,67,68,Legends,Juice WRLD,2605382,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
68,68,69,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2592546,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1McMsnEElThX1knmY4oliG,pop,post-teen pop,
69,69,70,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2577807,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
70,70,71,If the World Was Ending - feat. Julia Michaels,JP Saxe,2569283,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
71,71,72,SLOW DANCING IN THE DARK,Joji,2563355,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,
72,72,73,VALENTINO,24kGoldn,2541856,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6fWVd57NKTalqvmjRd2t8Z,cali rap,,
73,73,74,Hate Me (with Juice WRLD),Ellie Goulding,2529323,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0X2BH1fck6amBIoJhDVmmJ,dance pop,edm,electropop
74,74,75,Pop Out (feat. Lil Tjay),Polo G,2516935,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6AgTAQt8XS6jRWi4sX7w49,chicago rap,,
75,75,76,lovely (with Khalid),Billie Eilish,2491248,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,
76,76,77,Before You Go,Lewis Capaldi,2486978,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,
77,77,78,SICKO MODE,Travis Scott,2478652,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,
78,78,79,Into the Unknown,Idina Menzel,2474739,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0LyfQWJT6nXafLPZqxe9Of,,,
79,79,80,The London (feat. J. Cole & Travis Scott),Young Thug,2472173,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,50co4Is1HCEo8bhOyUWKpn,atl hip hop,atl trap,gangster rap
80,80,81,Murder On My Mind,YNW Melly,2451476,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1cNDP5yjU5vjeR8qMf4grg,melodic rap,trap,
81,81,82,Vete,Bad Bunny,2423803,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4q3ewBCX7sLwd24euuV69X,latin,reggaeton,trap latino
82,82,83,7 rings,Ariana Grande,2413328,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,
83,83,84,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2411621,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
84,84,85,Going Bad (feat. Drake),Meek Mill,2394477,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,20sxb77xiYeusSH8cVdatc,hip hop,philly rap,pop rap
85,85,86,Graveyard,Halsey,2391061,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,26VFTg2z8YR0cCuwLzESi2,dance pop,electropop,etherpop
86,86,87,WHAT TO DO? (feat. Don Toliver),JACKBOYS,2390464,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7A8S43ryYdbWpJKeHRZRcq,rap,trap,
87,87,88,Let Me Know (I Wonder Why Freestyle),Juice WRLD,2386871,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,
88,88,89,How Do You Sleep?,Sam Smith,2353037,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,2wY79sveU1sp5g7SokKOiI,dance pop,pop,post-teen pop
89,89,90,GANG GANG,JACKBOYS,2342997,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7A8S43ryYdbWpJKeHRZRcq,rap,trap,
90,90,91,Beautiful People (feat. Khalid),Ed Sheeran,2342650,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6eUKZXaKkcviH0Ku9w2n3V,pop,uk pop,
91,91,92,F.N,Lil Tjay,2297296,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill,melodic rap,nyc rap
92,92,93,Maniac,Conan Gray,2275101,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
93,93,94,RITMO (Bad Boys For Life),Black Eyed Peas,2274853,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,1yxSLGMDHlW21z4YXirZDS,dance pop,pop,pop rap
94,94,95,Enemies (feat. DaBaby),Post Malone,2261666,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
95,95,96,Trampoline (with ZAYN),SHAED,2239963,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,3KwmxIhSe9UTSEF37kwngR,electropop,pop,
96,96,97,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2236954,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,31W5EY0aAly4Qieq6OFu6I,melodic rap,pop rap,rap
97,97,98,EARFQUAKE,"Tyler, The Creator",2226222,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,4V8LLVI7PbaPR0K2TGSxFF,hip hop,rap,
98,98,99,6 Kiss,Trippie Redd,2225448,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6Xgp2XMz1fhVYe7i6yNAax,melodic rap,rap,trap
99,99,100,Up All Night,Khalid,2221247,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6LuN9FCkKOj5PcnpouEgny,alternative r&b,pop,
100,100,101,Hot (feat. Gunna),Young Thug,2216922,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,50co4Is1HCEo8bhOyUWKpn,atl hip hop,atl trap,gangster rap
101,101,102,FML,Arizona Zervas,2216270,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,
102,102,103,SAD!,XXXTENTACION,2215949,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,
103,103,104,Panini,Lil Nas X,2207112,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,7jVv8c5Fj3E9VhNjxT4snq,country rap,lgbtq+ hip hop,pop rap
104,104,105,20/20,Lil Tjay,2200712,https://open.spotify.com/track/4Hqh0dS4x07zuRw6eBTO7p,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill,melodic rap,nyc rap
105,105,106,Lalala,Y2K,2188817,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6USMTwO0MNDnKte5a5h0xx,pop rap,,
106,106,107,rockstar (feat. 21 Savage),Post Malone,2185027,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
107,107,108,Heartless (feat. Morgan Wallen),Diplo,2171386,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5fMUXHkw8R8eOP2RNVYEZX,bmore,dance pop,edm
108,108,109,Talk (feat. Disclosure),Khalid,2160183,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,6LuN9FCkKOj5PcnpouEgny,alternative r&b,pop,
109,109,110,Juicy,Doja Cat,2156099,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,regional-us-weekly-2020-01-03--2020-01-10.csv,January,1,Top 200,2020-01-03,5cj0lLjcoR7YOSnhnX0Po5,dance pop,pop,pop rap
