Position,"Track Name",Artist,URL
1,"Mood (feat. iann dior)",24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"3 Musketeers",NextYoungin,https://open.spotify.com/track/57Oi4yqY27uJzCyqFWIP5q
3,"Backyard Boy","Claire Rosinkranz",https://open.spotify.com/track/0QpOqKz66ZxHNqj2PPHiFF
4,Ashes,Stellar,https://open.spotify.com/track/2NeyJbL3ROKCjRkAjs77ya
5,"Brace Yourself",zenorachi,https://open.spotify.com/track/6YMjTao59i1kRdmYlB33N8
6,DDLG,ppcocaine,https://open.spotify.com/track/42dtq3bqOCzD0L2kITk4Dp
7,Overwhelmed,"Royal & the Serpent",https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y
8,F2020,"Avenue Beat",https://open.spotify.com/track/7opTGnWVJcm1e5mWWOldpg
9,Heather,"Conan Gray",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
10,Pain,"Nessa Barrett",https://open.spotify.com/track/1vwTCUJxmGlTuClU5YLfJA
11,"Eyes Blue Like The Atlantic (feat. Subvrbs)","Sista Prod",https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1
12,"Such a Whore (Stellular Remix)",JVLA,https://open.spotify.com/track/6A25J9As7towpxovYryAWr
13,Hawái,Maluma,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
14,PJ,ppcocaine,https://open.spotify.com/track/1qxnmVbl8To9W9BcbTS8yC
15,Coochie,"YN Jay",https://open.spotify.com/track/2UM09BKxJ3NM8qNxzNSdXV
16,"Mood Swings (feat. Lil Tjay)","Pop Smoke",https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
17,"Head & Heart (feat. MNEK)","Joel Corry",https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
18,"Buss It","Erica Banks",https://open.spotify.com/track/6NWdgyVsjp2bJ11PToXCr1
19,Wildfire,"Nate Smith",https://open.spotify.com/track/21HxYsyuuXZNqB1Dme5PQN
20,"Heat Waves","Glass Animals",https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
21,"Stuck in the Middle","Tai Verdes",https://open.spotify.com/track/2HQPOVBAOU2EBTy1nBGRiW
22,"Mr Loverman","Ricky Montgomery",https://open.spotify.com/track/594dAKfWYKj53Usd6DTbUs
23,"Muwop (feat. Gucci Mane)",Mulatto,https://open.spotify.com/track/231WYcXWUxYSx79tuPtzBk
24,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
25,"Pussy Talk","City Girls",https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9
26,"Me and You","Cold Hart",https://open.spotify.com/track/3f1ChZHm6v4KdUaEW5y5qd
27,"Monte Carlo","Remi Wolf",https://open.spotify.com/track/3CXCtE8qJIFtUJJZRKCcXC
28,"Obnimi (Callmearco Remix)","Okean Elzi",https://open.spotify.com/track/1ZbJScG0Dr74y1hvgDneYm
29,"Tap In",Saweetie,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD
30,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
31,Kismet,WHOKILLEDXIX,https://open.spotify.com/track/24hPnL2Yr82INEk0YUWCJr
32,"Heartbreak Hotel","Abigail Barlow",https://open.spotify.com/track/1YrgbwVse66pH7ysXLlgO8
33,"NEVER MET! (feat. Glitch Gum)",CMTEN,https://open.spotify.com/track/4iMfYGWDKKuP79CAqsKd3n
34,"Happy Anywhere (feat. Gwen Stefani)","Blake Shelton",https://open.spotify.com/track/2DwbFtfC6sXBiVDPmju8Dd
35,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
36,"Судно (Борис Рижий)","Molchat Doma",https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p
37,Drown,Lecrae,https://open.spotify.com/track/4UwjZrF7teVvR0ry5Xz8cX
38,"my future","Billie Eilish",https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
39,"Save Me","Jelly Roll",https://open.spotify.com/track/5ShenzydHxkHm8w6vdJxMT
40,"Still Don't Know My Name",Labrinth,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
41,"Mi Cuarto","Jerry Di",https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
42,"Harlem River Blues","Justin Townes Earle",https://open.spotify.com/track/705t4FIT7itZwAyFKt3krq
43,"Put Your Records On","Ritt Momney",https://open.spotify.com/track/1fah1uAs7HeTYDlNftKr3K
44,"Chosen Last","Sara Kays",https://open.spotify.com/track/3NDgV66iYYySIgo5RSvQ5d
45,"Crying Over You","The Band CAMINO",https://open.spotify.com/track/53bCcVMGv0S2aIYvfju2Tt
46,"My Own Soul’s Warning","The Killers",https://open.spotify.com/track/5NnQpVPJKpFdGFkIdY1Gds
47,"money machine","100 gecs",https://open.spotify.com/track/61bwFjzXGG1x2aZsANdLyl
48,"The Heat",Khamari,https://open.spotify.com/track/574JRYU1lS9Cz3zcYD8SFF
49,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
50,"Then Leave (feat. Queendom Come)",BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8
